LocationID,Tag,logger_id,Invaded,Date,JulianDay,nymphs_alive,nymphs_dead,nymph_survival,adult_F_alive,adult_F_dead,adult_F_survival,adult_M_alive,adult_M_dead,adult_M_survival,visit_number
C-8,3151,8,Yes,20181127,331,0,10,0,5,0,1,5,0,1,15
C-9,3153,9,Yes,20181127,331,3,7,0.3,5,0,1,5,0,1,15
C-10,3145,10,Yes,20181127,331,2,8,0.2,4,1,0.8,2,3,0.4,15
C-11,3152,11,Yes,20181127,331,1,9,0.1,5,0,1,5,0,1,15
C-12,3148,12,Yes,20181127,331,2,8,0.2,5,0,1,5,0,1,15
N-1,3165,13,No,20181127,331,0,10,0,2,3,0.4,4,1,0.8,15
N-2,3159,14,No,20181127,331,0,10,0,0,5,0,1,4,0.2,15
N-3,3166,15,No,20181127,331,0,10,0,2,3,0.4,3,2,0.6,15
N-4,3149,16,No,20181127,331,0,10,0,5,0,1,4,0,1,15
N-5,3162,17,No,20181127,331,1,9,0.1,0,6,0,1,3,0.25,15
N-6,3155,18,No,20181127,331,0,10,0,0,5,0,0,5,0,15
N-7,3157,19,No,20181127,331,1,9,0.1,0,5,0,2,3,0.4,15
N-8,3160,20,No,20181127,331,0,10,0,5,0,1,4,1,0.8,15
N-9,3163,21,No,20181127,331,0,9,0,1,4,0.2,1,4,0.2,15
N-10,3164,22,No,20181127,331,0,11,0,1,4,0.2,2,3,0.4,15
N-11,3150,23,No,20181127,331,0,10,0,0,5,0,0,5,0,15
N-12,3158,24,No,20181127,331,2,7,0.222222222,5,0,1,4,1,0.8,15
C-1,3161,1,Yes,20181213,347,2,8,0.2,5,0,1,5,0,1,16
C-2,3147,2,Yes,20181213,347,3,7,0.3,5,0,1,5,0,1,16
C-3,3144,3,Yes,20181213,347,1,2,0.333333333,5,0,1,5,0,1,16
C-4,3156,4,Yes,20181213,347,1,9,0.1,5,0,1,3,2,0.6,16
C-5,3154,5,Yes,20181213,347,1,8,0.111111111,5,0,1,5,0,1,16
C-6,3143,6,Yes,20181213,347,1,9,0.1,4,1,0.8,2,3,0.4,16
C-7,3146,7,Yes,20181213,347,0,10,0,4,1,0.8,5,0,1,16
C-8,3151,8,Yes,20181213,347,0,10,0,5,0,1,5,0,1,16
C-9,3153,9,Yes,20181213,347,1,9,0.1,5,0,1,5,0,1,16
C-10,3145,10,Yes,20181213,347,2,8,0.2,4,1,0.8,2,3,0.4,16
C-11,3152,11,Yes,20181213,347,1,9,0.1,5,0,1,5,0,1,16
C-12,3148,12,Yes,20181213,347,2,8,0.2,5,0,1,4,1,0.8,16
N-1,3165,13,No,20181213,347,0,10,0,2,3,0.4,2,3,0.4,16
N-2,3159,14,No,20181213,347,0,10,0,0,5,0,1,4,0.2,16
N-3,3166,15,No,20181213,347,0,10,0,2,3,0.4,3,2,0.6,16
N-4,3149,16,No,20181213,347,1,9,0.1,5,0,1,4,0,1,16
N-5,3162,17,No,20181213,347,0,10,0,0,6,0,0,4,0,16
N-6,3155,18,No,20181213,347,0,10,0,0,5,0,0,5,0,16
N-7,3157,19,No,20181213,347,0,10,0,0,5,0,2,3,0.4,16
N-8,3160,20,No,20181213,347,0,10,0,5,0,1,4,1,0.8,16
N-9,3163,21,No,20181213,347,0,9,0,1,4,0.2,1,4,0.2,16
N-10,3164,22,No,20181213,347,0,11,0,1,4,0.2,2,3,0.4,16
N-11,3150,23,No,20181213,347,0,10,0,0,5,0,0,5,0,16
N-12,3158,24,No,20181213,347,2,7,0.222222222,4,1,0.8,4,1,0.8,16
C-1,3161,1,Yes,20190109,374,2,8,0.2,5,0,1,5,0,1,17
C-2,3147,2,Yes,20190109,374,3,7,0.3,5,0,1,5,0,1,17
C-3,3144,3,Yes,20190109,374,1,2,0.333333333,5,0,1,5,0,1,17
C-4,3156,4,Yes,20190109,374,1,9,0.1,5,0,1,3,2,0.6,17
C-5,3154,5,Yes,20190109,374,1,9,0.1,5,0,1,5,0,1,17
C-6,3143,6,Yes,20190109,374,1,9,0.1,3,2,0.6,2,3,0.4,17
C-7,3146,7,Yes,20190109,374,0,10,0,4,1,0.8,5,0,1,17
C-8,3151,8,Yes,20190109,374,0,10,0,5,0,1,5,0,1,17
C-9,3153,9,Yes,20190109,374,1,9,0.1,5,0,1,5,0,1,17
C-10,3145,10,Yes,20190109,374,2,8,0.2,4,1,0.8,2,3,0.4,17
C-11,3152,11,Yes,20190109,374,1,9,0.1,5,0,1,5,0,1,17
C-12,3148,12,Yes,20190109,374,1,9,0.1,5,0,1,4,1,0.8,17
N-1,3165,13,No,20190109,374,0,10,0,2,3,0.4,1,4,0.2,17
N-2,3159,14,No,20190109,374,0,10,0,0,5,0,0,5,0,17
N-3,3166,15,No,20190109,374,0,10,0,2,3,0.4,1,4,0.2,17
N-4,3149,16,No,20190109,374,1,9,0.1,5,0,1,4,0,1,17
N-5,3162,17,No,20190109,374,0,10,0,0,6,0,0,4,0,17
N-6,3155,18,No,20190109,374,0,10,0,0,5,0,0,5,0,17
N-7,3157,19,No,20190109,374,0,10,0,0,5,0,1,4,0.2,17
N-8,3160,20,No,20190109,374,0,10,0,5,0,1,4,1,0.8,17
N-9,3163,21,No,20190109,374,0,9,0,1,4,0.2,0,5,0,17
N-10,3164,22,No,20190109,374,0,11,0,1,4,0.2,0,5,0,17
N-11,3150,23,No,20190109,374,0,10,0,0,5,0,0,5,0,17
N-12,3158,24,No,20190109,374,1,8,0.111111111,4,1,0.8,4,1,0.8,17
C-1,3161,1,Yes,20190123,388,0,10,0,5,0,1,4,1,0.8,18
C-2,3147,2,Yes,20190123,388,2,8,0.2,5,0,1,5,0,1,18
C-3,3144,3,Yes,20190123,388,1,2,0.333333333,5,0,1,5,0,1,18
C-4,3156,4,Yes,20190123,388,0,10,0,5,0,1,2,3,0.4,18
C-5,3154,5,Yes,20190123,388,1,9,0.1,5,0,1,5,0,1,18
C-6,3143,6,Yes,20190123,388,1,9,0.1,3,2,0.6,2,3,0.4,18
C-7,3146,7,Yes,20190123,388,0,10,0,4,1,0.8,5,0,1,18
C-8,3151,8,Yes,20190123,388,0,10,0,5,0,1,5,0,1,18
C-9,3153,9,Yes,20190123,388,1,9,0.1,5,0,1,5,0,1,18
C-10,3145,10,Yes,20190123,388,2,8,0.2,3,2,0.6,1,4,0.2,18
C-11,3152,11,Yes,20190123,388,1,9,0.1,1,4,0.2,4,1,0.8,18
C-12,3148,12,Yes,20190123,388,0,10,0,5,0,1,4,1,0.8,18
N-1,3165,13,No,20190123,388,0,10,0,0,5,0,0,5,0,18
N-2,3159,14,No,20190123,388,0,10,0,0,5,0,0,5,0,18
N-3,3166,15,No,20190123,388,0,10,0,1,4,0.2,0,5,0,18
N-4,3149,16,No,20190123,388,1,9,0.1,1,4,0.2,3,1,0.75,18
N-5,3162,17,No,20190123,388,0,10,0,0,6,0,0,4,0,18
N-6,3155,18,No,20190123,388,0,10,0,0,5,0,0,5,0,18
N-7,3157,19,No,20190123,388,0,10,0,0,5,0,0,5,0,18
N-8,3160,20,No,20190123,388,0,10,0,2,3,0.4,1,4,0.2,18
N-9,3163,21,No,20190123,388,0,9,0,1,4,0.2,0,5,0,18
N-10,3164,22,No,20190123,388,0,11,0,0,5,0,0,5,0,18
N-11,3150,23,No,20190123,388,0,10,0,0,5,0,0,5,0,18
N-12,3158,24,No,20190123,388,0,9,0,0,5,0,0,5,0,18
