"Plot Title: 20381837"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20381837, SEN S/N: 20381837)","RH, % (LGR S/N: 20381837, SEN S/N: 20381837)","Coupler Detached (LGR S/N: 20381837)","Coupler Attached (LGR S/N: 20381837)","Host Connected (LGR S/N: 20381837)","Stopped (LGR S/N: 20381837)","End Of File (LGR S/N: 20381837)"
3498,06/04/19 01:25:00 PM,33.835,74.462,,,,,
3499,06/04/19 01:30:00 PM,33.626,74.724,,,,,
3500,06/04/19 01:35:00 PM,33.548,74.950,,,,,
3501,06/04/19 01:40:00 PM,33.574,73.959,,,,,
3502,06/04/19 01:45:00 PM,33.495,74.699,,,,,
3503,06/04/19 01:50:00 PM,33.365,74.884,,,,,
3504,06/04/19 01:55:00 PM,33.157,75.295,,,,,
3505,06/04/19 02:00:00 PM,32.949,75.675,,,,,
3506,06/04/19 02:05:00 PM,32.898,75.245,,,,,
3507,06/04/19 02:10:00 PM,32.846,75.265,,,,,
3508,06/04/19 02:15:00 PM,32.846,74.755,,,,,
3509,06/04/19 02:20:00 PM,32.872,74.338,,,,,
3510,06/04/19 02:25:00 PM,32.898,75.005,,,,,
3511,06/04/19 02:30:00 PM,32.846,75.415,,,,,
3512,06/04/19 02:35:00 PM,32.717,75.600,,,,,
3513,06/04/19 02:40:00 PM,32.510,76.038,,,,,
3514,06/04/19 02:45:00 PM,32.304,76.058,,,,,
3515,06/04/19 02:50:00 PM,32.150,76.117,,,,,
3516,06/04/19 02:55:00 PM,32.098,75.958,,,,,
3517,06/04/19 03:00:00 PM,32.124,74.736,,,,,
3518,06/04/19 03:05:00 PM,32.175,75.405,,,,,
3519,06/04/19 03:10:00 PM,32.124,76.202,,,,,
3520,06/04/19 03:15:00 PM,32.047,76.514,,,,,
3521,06/04/19 03:20:00 PM,31.944,76.554,,,,,
3522,06/04/19 03:25:00 PM,31.868,76.777,,,,,
3523,06/04/19 03:30:00 PM,31.816,76.558,,,,,
3524,06/04/19 03:35:00 PM,31.816,76.558,,,,,
3525,06/04/19 03:40:00 PM,31.791,76.702,,,,,
3526,06/04/19 03:45:00 PM,31.791,75.987,,,,,
3527,06/04/19 03:50:00 PM,31.868,74.537,,,,,
3528,06/04/19 03:55:00 PM,32.021,74.326,,,,,
3529,06/04/19 04:00:00 PM,32.201,73.789,,,,,
3530,06/04/19 04:05:00 PM,32.381,71.950,,,,,
3531,06/04/19 04:10:00 PM,32.639,71.967,,,,,
3532,06/04/19 04:15:00 PM,32.794,72.784,,,,,
3533,06/04/19 04:20:00 PM,32.898,73.318,,,,,
3534,06/04/19 04:25:00 PM,32.949,73.025,,,,,
3535,06/04/19 04:30:00 PM,33.053,71.923,,,,,
3536,06/04/19 04:35:00 PM,33.105,72.539,,,,,
3537,06/04/19 04:40:00 PM,33.157,73.034,,,,,
3538,06/04/19 04:45:00 PM,33.209,72.012,,,,,
3539,06/04/19 04:50:00 PM,33.261,72.265,,,,,
3540,06/04/19 04:55:00 PM,33.313,72.426,,,,,
3541,06/04/19 05:00:00 PM,33.313,72.730,,,,,
3542,06/04/19 05:05:00 PM,33.313,72.396,,,,,
3543,06/04/19 05:10:00 PM,33.339,71.854,,,,,
3544,06/04/19 05:15:00 PM,33.391,72.289,,,,,
3545,06/04/19 05:20:00 PM,33.495,72.308,,,,,
3546,06/04/19 05:25:00 PM,33.600,72.510,,,,,
3547,06/04/19 05:30:00 PM,33.626,72.666,,,,,
3548,06/04/19 05:35:00 PM,33.521,73.284,,,,,
3549,06/04/19 05:40:00 PM,33.339,72.916,,,,,
3550,06/04/19 05:45:00 PM,33.079,73.684,,,,,
3551,06/04/19 05:50:00 PM,32.794,73.117,,,,,
3552,06/04/19 05:55:00 PM,32.510,73.396,,,,,
3553,06/04/19 06:00:00 PM,32.304,74.830,,,,,
3554,06/04/19 06:05:00 PM,32.098,74.551,,,,,
3555,06/04/19 06:10:00 PM,31.893,74.931,,,,,
3556,06/04/19 06:15:00 PM,31.740,75.410,,,,,
3557,06/04/19 06:20:00 PM,31.637,75.957,,,,,
3558,06/04/19 06:25:00 PM,31.561,76.240,,,,,
3559,06/04/19 06:30:00 PM,31.510,75.485,,,,,
3560,06/04/19 06:35:00 PM,31.357,75.485,,,,,
3561,06/04/19 06:40:00 PM,31.103,74.629,,,,,
3562,06/04/19 06:45:00 PM,30.798,75.495,,,,,
3563,06/04/19 06:50:00 PM,30.495,76.505,,,,,
3564,06/04/19 06:55:00 PM,30.192,77.391,,,,,
3565,06/04/19 07:00:00 PM,29.890,77.448,,,,,
3566,06/04/19 07:05:00 PM,29.540,78.289,,,,,
3567,06/04/19 07:10:00 PM,29.215,78.779,,,,,
3568,06/04/19 07:15:00 PM,28.941,79.336,,,,,
3569,06/04/19 07:20:00 PM,28.667,79.775,,,,,
3570,06/04/19 07:25:00 PM,28.444,80.541,,,,,
3571,06/04/19 07:30:00 PM,28.245,80.934,,,,,
3572,06/04/19 07:35:00 PM,28.097,81.221,,,,,
3573,06/04/19 07:40:00 PM,27.998,81.315,,,,,
3574,06/04/19 07:45:00 PM,27.899,81.611,,,,,
3575,06/04/19 07:50:00 PM,27.825,82.085,,,,,
3576,06/04/19 07:55:00 PM,27.751,82.413,,,,,
3577,06/04/19 08:00:00 PM,27.677,82.770,,,,,
3578,06/04/19 08:05:00 PM,27.579,82.978,,,,,
3579,06/04/19 08:10:00 PM,27.481,83.357,,,,,
3580,06/04/19 08:15:00 PM,27.407,83.655,,,,,
3581,06/04/19 08:20:00 PM,27.308,83.976,,,,,
3582,06/04/19 08:25:00 PM,27.235,84.130,,,,,
3583,06/04/19 08:30:00 PM,27.161,84.313,,,,,
3584,06/04/19 08:35:00 PM,27.063,84.547,,,,,
3585,06/04/19 08:40:00 PM,26.989,84.758,,,,,
3586,06/04/19 08:45:00 PM,26.940,85.002,,,,,
3587,06/04/19 08:50:00 PM,26.867,85.240,,,,,
3588,06/04/19 08:55:00 PM,26.818,85.456,,,,,
3589,06/04/19 09:00:00 PM,26.744,85.552,,,,,
3590,06/04/19 09:05:00 PM,26.671,85.649,,,,,
3591,06/04/19 09:10:00 PM,26.622,86.061,,,,,
3592,06/04/19 09:15:00 PM,26.451,87.426,,,,,
3593,06/04/19 09:20:00 PM,26.158,88.559,,,,,
3594,06/04/19 09:25:00 PM,25.768,89.938,,,,,
3595,06/04/19 09:30:00 PM,25.380,90.975,,,,,
3596,06/04/19 09:35:00 PM,25.016,91.709,,,,,
3597,06/04/19 09:40:00 PM,24.702,92.342,,,,,
3598,06/04/19 09:45:00 PM,24.363,93.345,,,,,
3599,06/04/19 09:50:00 PM,23.930,94.263,,,,,
3600,06/04/19 09:55:00 PM,23.593,94.877,,,,,
3601,06/04/19 10:00:00 PM,23.352,95.324,,,,,
3602,06/04/19 10:05:00 PM,23.232,95.748,,,,,
3603,06/04/19 10:10:00 PM,23.184,96.055,,,,,
3604,06/04/19 10:15:00 PM,23.160,96.262,,,,,
3605,06/04/19 10:20:00 PM,23.160,96.422,,,,,
3606,06/04/19 10:25:00 PM,23.184,96.561,,,,,
3607,06/04/19 10:30:00 PM,23.232,96.653,,,,,
3608,06/04/19 10:35:00 PM,23.256,96.739,,,,,
3609,06/04/19 10:40:00 PM,23.280,96.799,,,,,
3610,06/04/19 10:45:00 PM,23.304,96.885,,,,,
3611,06/04/19 10:50:00 PM,23.304,96.938,,,,,
3612,06/04/19 10:55:00 PM,23.304,96.991,,,,,
3613,06/04/19 11:00:00 PM,23.280,97.064,,,,,
3614,06/04/19 11:05:00 PM,23.280,97.144,,,,,
3615,06/04/19 11:10:00 PM,23.256,97.190,,,,,
3616,06/04/19 11:15:00 PM,23.232,97.290,,,,,
3617,06/04/19 11:20:00 PM,23.232,97.343,,,,,
3618,06/04/19 11:25:00 PM,23.184,97.384,,,,,
3619,06/04/19 11:30:00 PM,23.160,97.457,,,,,
3620,06/04/19 11:35:00 PM,23.112,97.524,,,,,
3621,06/04/19 11:40:00 PM,23.088,97.570,,,,,
3622,06/04/19 11:45:00 PM,23.040,97.637,,,,,
3623,06/04/19 11:50:00 PM,23.016,97.710,,,,,
3624,06/04/19 11:55:00 PM,22.968,97.750,,,,,
3625,06/05/19 12:00:00 AM,22.920,97.817,,,,,
3626,06/05/19 12:05:00 AM,22.896,97.863,,,,,
3627,06/05/19 12:10:00 AM,22.848,97.930,,,,,
3628,06/05/19 12:15:00 AM,22.848,97.982,,,,,
3629,06/05/19 12:20:00 AM,22.800,98.049,,,,,
3630,06/05/19 12:25:00 AM,22.776,98.069,,,,,
3631,06/05/19 12:30:00 AM,22.753,98.115,,,,,
3632,06/05/19 12:35:00 AM,22.729,98.162,,,,,
3633,06/05/19 12:40:00 AM,22.705,98.208,,,,,
3634,06/05/19 12:45:00 AM,22.681,98.254,,,,,
3635,06/05/19 12:50:00 AM,22.657,98.274,,,,,
3636,06/05/19 12:55:00 AM,22.633,98.294,,,,,
3637,06/05/19 01:00:00 AM,22.585,98.334,,,,,
3638,06/05/19 01:05:00 AM,22.561,98.380,,,,,
3639,06/05/19 01:10:00 AM,22.513,98.420,,,,,
3640,06/05/19 01:15:00 AM,22.489,98.466,,,,,
3641,06/05/19 01:20:00 AM,22.465,98.512,,,,,
3642,06/05/19 01:25:00 AM,22.441,98.559,,,,,
3643,06/05/19 01:30:00 AM,22.417,98.605,,,,,
3644,06/05/19 01:35:00 AM,22.369,98.592,,,,,
3645,06/05/19 01:40:00 AM,22.369,98.644,,,,,
3646,06/05/19 01:45:00 AM,22.369,98.697,,,,,
3647,06/05/19 01:50:00 AM,22.321,98.737,,,,,
3648,06/05/19 01:55:00 AM,22.321,98.763,,,,,
3649,06/05/19 02:00:00 AM,22.274,98.776,,,,,
3650,06/05/19 02:05:00 AM,22.250,98.822,,,,,
3651,06/05/19 02:10:00 AM,22.226,98.868,,,,,
3652,06/05/19 02:15:00 AM,22.226,98.894,,,,,
3653,06/05/19 02:20:00 AM,22.178,98.908,,,,,
3654,06/05/19 02:25:00 AM,22.130,98.921,,,,,
3655,06/05/19 02:30:00 AM,22.106,98.967,,,,,
3656,06/05/19 02:35:00 AM,22.106,98.993,,,,,
3657,06/05/19 02:40:00 AM,22.106,99.046,,,,,
3658,06/05/19 02:45:00 AM,22.130,99.052,,,,,
3659,06/05/19 02:50:00 AM,22.130,99.104,,,,,
3660,06/05/19 02:55:00 AM,22.106,99.098,,,,,
3661,06/05/19 03:00:00 AM,22.082,99.118,,,,,
3662,06/05/19 03:05:00 AM,22.082,99.144,,,,,
3663,06/05/19 03:10:00 AM,22.058,99.190,,,,,
3664,06/05/19 03:15:00 AM,22.034,99.183,,,,,
3665,06/05/19 03:20:00 AM,22.011,99.229,,,,,
3666,06/05/19 03:25:00 AM,21.987,99.223,,,,,
3667,06/05/19 03:30:00 AM,21.987,99.275,,,,,
3668,06/05/19 03:35:00 AM,21.987,99.275,,,,,
3669,06/05/19 03:40:00 AM,21.939,99.314,,,,,
3670,06/05/19 03:45:00 AM,21.891,99.354,,,,,
3671,06/05/19 03:50:00 AM,21.843,99.367,,,,,
3672,06/05/19 03:55:00 AM,21.819,99.387,,,,,
3673,06/05/19 04:00:00 AM,21.795,99.432,,,,,
3674,06/05/19 04:05:00 AM,21.795,99.432,,,,,
3675,06/05/19 04:10:00 AM,21.819,99.491,,,,,
3676,06/05/19 04:15:00 AM,21.819,99.491,,,,,
3677,06/05/19 04:20:00 AM,21.819,99.517,,,,,
3678,06/05/19 04:25:00 AM,21.819,99.517,,,,,
3679,06/05/19 04:30:00 AM,21.819,99.543,,,,,
3680,06/05/19 04:35:00 AM,21.795,99.537,,,,,
3681,06/05/19 04:40:00 AM,21.795,99.589,,,,,
3682,06/05/19 04:45:00 AM,21.795,99.615,,,,,
3683,06/05/19 04:50:00 AM,21.772,99.608,,,,,
3684,06/05/19 04:55:00 AM,21.748,99.628,,,,,
3685,06/05/19 05:00:00 AM,21.724,99.674,,,,,
3686,06/05/19 05:05:00 AM,21.700,99.667,,,,,
3687,06/05/19 05:10:00 AM,21.700,99.667,,,,,
3688,06/05/19 05:15:00 AM,21.676,99.713,,,,,
3689,06/05/19 05:20:00 AM,21.652,99.758,,,,,
3690,06/05/19 05:25:00 AM,21.628,99.752,,,,,
3691,06/05/19 05:30:00 AM,21.604,99.745,,,,,
3692,06/05/19 05:35:00 AM,21.604,99.797,,,,,
3693,06/05/19 05:40:00 AM,21.581,99.791,,,,,
3694,06/05/19 05:45:00 AM,21.557,99.836,,,,,
3695,06/05/19 05:50:00 AM,21.557,99.836,,,,,
3696,06/05/19 05:55:00 AM,21.557,99.836,,,,,
3697,06/05/19 06:00:00 AM,21.533,99.882,,,,,
3698,06/05/19 06:05:00 AM,21.557,99.888,,,,,
3699,06/05/19 06:10:00 AM,21.557,99.888,,,,,
3700,06/05/19 06:15:00 AM,21.533,99.934,,,,,
3701,06/05/19 06:20:00 AM,21.557,99.940,,,,,
3702,06/05/19 06:25:00 AM,21.557,99.940,,,,,
3703,06/05/19 06:30:00 AM,21.533,99.934,,,,,
3704,06/05/19 06:35:00 AM,21.533,99.960,,,,,
3705,06/05/19 06:40:00 AM,21.485,99.973,,,,,
3706,06/05/19 06:45:00 AM,21.437,99.986,,,,,
3707,06/05/19 06:50:00 AM,21.413,100.000,,,,,
3708,06/05/19 06:55:00 AM,21.413,100.000,,,,,
3709,06/05/19 07:00:00 AM,21.390,100.000,,,,,
3710,06/05/19 07:05:00 AM,21.390,100.000,,,,,
3711,06/05/19 07:10:00 AM,21.390,100.000,,,,,
3712,06/05/19 07:15:00 AM,21.413,100.000,,,,,
3713,06/05/19 07:20:00 AM,21.413,100.000,,,,,
3714,06/05/19 07:25:00 AM,21.461,100.000,,,,,
3715,06/05/19 07:30:00 AM,21.485,100.000,,,,,
3716,06/05/19 07:35:00 AM,21.509,100.000,,,,,
3717,06/05/19 07:40:00 AM,21.557,100.000,,,,,
3718,06/05/19 07:45:00 AM,21.604,100.000,,,,,
3719,06/05/19 07:50:00 AM,21.676,100.000,,,,,
3720,06/05/19 07:55:00 AM,21.748,100.000,,,,,
3721,06/05/19 08:00:00 AM,21.843,100.000,,,,,
3722,06/05/19 08:05:00 AM,21.939,100.000,,,,,
3723,06/05/19 08:10:00 AM,22.034,100.000,,,,,
3724,06/05/19 08:15:00 AM,22.130,100.000,,,,,
3725,06/05/19 08:20:00 AM,22.226,100.000,,,,,
3726,06/05/19 08:25:00 AM,22.321,100.000,,,,,
3727,06/05/19 08:30:00 AM,22.441,100.000,,,,,
3728,06/05/19 08:35:00 AM,22.561,100.000,,,,,
3729,06/05/19 08:40:00 AM,22.681,100.000,,,,,
3730,06/05/19 08:45:00 AM,22.800,100.000,,,,,
3731,06/05/19 08:50:00 AM,22.944,100.000,,,,,
3732,06/05/19 08:55:00 AM,23.088,99.964,,,,,
3733,06/05/19 09:00:00 AM,23.232,99.925,,,,,
3734,06/05/19 09:05:00 AM,23.352,99.905,,,,,
3735,06/05/19 09:10:00 AM,23.497,99.891,,,,,
3736,06/05/19 09:15:00 AM,23.617,99.845,,,,,
3737,06/05/19 09:20:00 AM,23.761,99.805,,,,,
3738,06/05/19 09:25:00 AM,23.978,99.758,,,,,
3739,06/05/19 09:30:00 AM,24.171,99.705,,,,,
3740,06/05/19 09:35:00 AM,24.339,99.645,,,,,
3741,06/05/19 09:40:00 AM,24.557,99.598,,,,,
3742,06/05/19 09:45:00 AM,24.823,99.511,,,,,
3743,06/05/19 09:50:00 AM,25.089,99.423,,,,,
3744,06/05/19 09:55:00 AM,25.355,99.282,,,,,
3745,06/05/19 10:00:00 AM,25.598,99.188,,,,,
3746,06/05/19 10:05:00 AM,25.793,99.027,,,,,
3747,06/05/19 10:10:00 AM,26.012,98.899,,,,,
3748,06/05/19 10:15:00 AM,26.231,98.717,,,,,
3749,06/05/19 10:20:00 AM,26.549,98.587,,,,,
3750,06/05/19 10:25:00 AM,26.916,98.363,,,,,
3751,06/05/19 10:30:00 AM,27.161,98.105,,,,,
3752,06/05/19 10:35:00 AM,27.210,97.930,,,,,
3753,06/05/19 10:40:00 AM,27.308,97.767,,,,,
3754,06/05/19 10:45:00 AM,27.505,97.657,,,,,
3755,06/05/19 10:50:00 AM,27.653,97.480,,,,,
3756,06/05/19 10:55:00 AM,27.628,97.339,,,,,
3757,06/05/19 11:00:00 AM,27.456,97.267,,,,,
3758,06/05/19 11:05:00 AM,27.235,97.318,,,,,
3759,06/05/19 11:10:00 AM,27.235,97.371,,,,,
3760,06/05/19 11:15:00 AM,27.308,97.337,,,,,
3761,06/05/19 11:20:00 AM,27.382,97.248,,,,,
3762,06/05/19 11:25:00 AM,27.382,97.221,,,,,
3763,06/05/19 11:30:00 AM,27.579,97.137,,,,,
3764,06/05/19 11:35:00 AM,27.702,97.007,,,,,
3765,06/05/19 11:40:00 AM,27.727,96.796,,,,,
3766,06/05/19 11:45:00 AM,27.505,96.739,,,,,
3767,06/05/19 11:50:00 AM,27.431,96.721,,,,,
3768,06/05/19 11:55:00 AM,27.382,96.654,,,,,
3769,06/05/19 12:00:00 PM,27.456,96.619,,,,,
3770,06/05/19 12:05:00 PM,27.481,96.571,,,,,
3771,06/05/19 12:10:00 PM,27.604,96.602,,,,,
3772,06/05/19 12:15:00 PM,27.677,96.459,,,,,
3773,06/05/19 12:20:00 PM,27.604,96.386,,,,,
3774,06/05/19 12:25:00 PM,27.604,96.386,,,,,
3775,06/05/19 12:30:00 PM,27.727,96.390,,,,,
3776,06/05/19 12:35:00 PM,27.924,96.332,,,,,
3777,06/05/19 12:40:00 PM,27.949,96.148,,,,,
3778,06/05/19 12:45:00 PM,28.048,96.038,,,,,
3779,06/05/19 12:50:00 PM,28.171,95.960,,,,,
3780,06/05/19 12:55:00 PM,28.419,95.887,,,,,
3781,06/05/19 01:00:00 PM,28.617,95.556,,,,,
3782,06/05/19 01:05:00 PM,28.791,95.436,,,,,
3783,06/05/19 01:10:00 PM,28.791,95.053,,,,,
3784,06/05/19 01:15:00 PM,28.642,94.988,,,,,
3785,06/05/19 01:20:00 PM,28.493,95.087,,,,,
3786,06/05/19 01:25:00 PM,28.320,95.153,,,,,
3787,06/05/19 01:30:00 PM,28.147,95.273,,,,,
3788,06/05/19 01:35:00 PM,27.998,95.454,,,,,
3789,06/05/19 01:40:00 PM,27.998,95.563,,,,,
3790,06/05/19 01:45:00 PM,27.998,95.508,,,,,
3791,06/05/19 01:50:00 PM,27.998,95.508,,,,,
3792,06/05/19 01:55:00 PM,27.949,95.523,,,,,
3793,06/05/19 02:00:00 PM,27.850,95.525,,,,,
3794,06/05/19 02:05:00 PM,27.776,95.670,,,,,
3795,06/05/19 02:10:00 PM,27.875,95.667,,,,,
3796,06/05/19 02:15:00 PM,27.974,95.692,,,,,
3797,06/05/19 02:20:00 PM,28.097,95.615,,,,,
3798,06/05/19 02:25:00 PM,28.196,95.504,,,,,
3799,06/05/19 02:30:00 PM,28.270,95.359,,,,,
3800,06/05/19 02:35:00 PM,28.320,95.262,,,,,
3801,06/05/19 02:40:00 PM,28.295,95.201,,,,,
3802,06/05/19 02:45:00 PM,28.196,95.176,,,,,
3803,06/05/19 02:50:00 PM,28.072,95.200,,,,,
3804,06/05/19 02:55:00 PM,27.875,95.259,,,,,
3805,06/05/19 03:00:00 PM,27.677,95.427,,,,,
3806,06/05/19 03:05:00 PM,27.530,95.607,,,,,
3807,06/05/19 03:10:00 PM,27.456,95.751,,,,,
3808,06/05/19 03:15:00 PM,27.407,95.820,,,,,
3809,06/05/19 03:20:00 PM,27.308,95.877,,,,,
3810,06/05/19 03:25:00 PM,27.259,95.918,,,,,
3811,06/05/19 03:30:00 PM,27.210,95.987,,,,,
3812,06/05/19 03:35:00 PM,27.210,96.068,,,,,
3813,06/05/19 03:40:00 PM,27.259,96.054,,,,,
3814,06/05/19 03:45:00 PM,27.407,96.119,,,,,
3815,06/05/19 03:50:00 PM,27.554,95.994,,,,,
3816,06/05/19 03:55:00 PM,27.653,95.883,,,,,
3817,06/05/19 04:00:00 PM,27.677,95.753,,,,,
3818,06/05/19 04:05:00 PM,27.702,95.732,,,,,
3819,06/05/19 04:10:00 PM,27.751,95.663,,,,,
3820,06/05/19 04:15:00 PM,27.751,95.636,,,,,
3821,06/05/19 04:20:00 PM,27.751,95.636,,,,,
3822,06/05/19 04:25:00 PM,27.751,95.609,,,,,
3823,06/05/19 04:30:00 PM,27.702,95.651,,,,,
3824,06/05/19 04:35:00 PM,27.628,95.632,,,,,
3825,06/05/19 04:40:00 PM,27.505,95.737,,,,,
3826,06/05/19 04:45:00 PM,27.382,95.814,,,,,
3827,06/05/19 04:50:00 PM,27.235,95.912,,,,,
3828,06/05/19 04:55:00 PM,27.087,96.010,,,,,
3829,06/05/19 05:00:00 PM,26.965,96.114,,,,,
3830,06/05/19 05:05:00 PM,26.867,96.251,,,,,
3831,06/05/19 05:10:00 PM,26.769,96.334,,,,,
3832,06/05/19 05:15:00 PM,26.671,96.444,,,,,
3833,06/05/19 05:20:00 PM,26.573,96.554,,,,,
3834,06/05/19 05:25:00 PM,26.500,96.616,,,,,
3835,06/05/19 05:30:00 PM,26.426,96.678,,,,,
3836,06/05/19 05:35:00 PM,26.378,96.719,,,,,
3837,06/05/19 05:40:00 PM,26.329,96.814,,,,,
3838,06/05/19 05:45:00 PM,26.231,96.843,,,,,
3839,06/05/19 05:50:00 PM,26.134,96.871,,,,,
3840,06/05/19 05:55:00 PM,26.085,96.966,,,,,
3841,06/05/19 06:00:00 PM,26.012,97.001,,,,,
3842,06/05/19 06:05:00 PM,25.987,97.048,,,,,
3843,06/05/19 06:10:00 PM,25.914,97.083,,,,,
3844,06/05/19 06:15:00 PM,25.890,97.130,,,,,
3845,06/05/19 06:20:00 PM,25.841,97.171,,,,,
3846,06/05/19 06:25:00 PM,25.817,97.218,,,,,
3847,06/05/19 06:30:00 PM,25.793,97.239,,,,,
3848,06/05/19 06:35:00 PM,25.793,97.266,,,,,
3849,06/05/19 06:40:00 PM,25.793,97.319,,,,,
3850,06/05/19 06:45:00 PM,25.817,97.299,,,,,
3851,06/05/19 06:50:00 PM,25.841,97.305,,,,,
3852,06/05/19 06:55:00 PM,25.866,97.285,,,,,
3853,06/05/19 07:00:00 PM,25.866,97.285,,,,,
3854,06/05/19 07:05:00 PM,25.866,97.285,,,,,
3855,06/05/19 07:10:00 PM,25.866,97.285,,,,,
3856,06/05/19 07:15:00 PM,25.866,97.285,,,,,
3857,06/05/19 07:20:00 PM,25.866,97.285,,,,,
3858,06/05/19 07:25:00 PM,25.866,97.338,,,,,
3859,06/05/19 07:30:00 PM,25.841,97.332,,,,,
3860,06/05/19 07:35:00 PM,25.866,97.338,,,,,
3861,06/05/19 07:40:00 PM,25.890,97.345,,,,,
3862,06/05/19 07:45:00 PM,25.914,97.324,,,,,
3863,06/05/19 07:50:00 PM,25.939,97.304,,,,,
3864,06/05/19 07:55:00 PM,25.963,97.310,,,,,
3865,06/05/19 08:00:00 PM,25.963,97.283,,,,,
3866,06/05/19 08:05:00 PM,25.939,97.277,,,,,
3867,06/05/19 08:10:00 PM,25.914,97.297,,,,,
3868,06/05/19 08:15:00 PM,25.890,97.291,,,,,
3869,06/05/19 08:20:00 PM,25.841,97.332,,,,,
3870,06/05/19 08:25:00 PM,25.793,97.373,,,,,
3871,06/05/19 08:30:00 PM,25.720,97.381,,,,,
3872,06/05/19 08:35:00 PM,25.671,97.448,,,,,
3873,06/05/19 08:40:00 PM,25.598,97.483,,,,,
3874,06/05/19 08:45:00 PM,25.525,97.517,,,,,
3875,06/05/19 08:50:00 PM,25.453,97.552,,,,,
3876,06/05/19 08:55:00 PM,25.404,97.646,,,,,
3877,06/05/19 09:00:00 PM,25.355,97.660,,,,,
3878,06/05/19 09:05:00 PM,25.307,97.727,,,,,
3879,06/05/19 09:10:00 PM,25.258,97.768,,,,,
3880,06/05/19 09:15:00 PM,25.234,97.815,,,,,
3881,06/05/19 09:20:00 PM,25.186,97.829,,,,,
3882,06/05/19 09:25:00 PM,25.162,97.849,,,,,
3883,06/05/19 09:30:00 PM,25.137,97.896,,,,,
3884,06/05/19 09:35:00 PM,25.113,97.943,,,,,
3885,06/05/19 09:40:00 PM,25.089,97.963,,,,,
3886,06/05/19 09:45:00 PM,25.089,97.990,,,,,
3887,06/05/19 09:50:00 PM,25.065,97.984,,,,,
3888,06/05/19 09:55:00 PM,25.065,98.010,,,,,
3889,06/05/19 10:00:00 PM,25.040,98.030,,,,,
3890,06/05/19 10:05:00 PM,25.040,98.057,,,,,
3891,06/05/19 10:10:00 PM,25.016,98.077,,,,,
3892,06/05/19 10:15:00 PM,25.016,98.077,,,,,
3893,06/05/19 10:20:00 PM,24.992,98.097,,,,,
3894,06/05/19 10:25:00 PM,24.992,98.124,,,,,
3895,06/05/19 10:30:00 PM,24.968,98.118,,,,,
3896,06/05/19 10:35:00 PM,24.968,98.144,,,,,
3897,06/05/19 10:40:00 PM,24.968,98.171,,,,,
3898,06/05/19 10:45:00 PM,24.944,98.165,,,,,
3899,06/05/19 10:50:00 PM,24.944,98.191,,,,,
3900,06/05/19 10:55:00 PM,24.919,98.211,,,,,
3901,06/05/19 11:00:00 PM,24.919,98.211,,,,,
3902,06/05/19 11:05:00 PM,24.895,98.232,,,,,
3903,06/05/19 11:10:00 PM,24.871,98.252,,,,,
3904,06/05/19 11:15:00 PM,24.847,98.245,,,,,
3905,06/05/19 11:20:00 PM,24.847,98.298,,,,,
3906,06/05/19 11:25:00 PM,24.823,98.292,,,,,
3907,06/05/19 11:30:00 PM,24.823,98.319,,,,,
3908,06/05/19 11:35:00 PM,24.798,98.339,,,,,
3909,06/05/19 11:40:00 PM,24.798,98.339,,,,,
3910,06/05/19 11:45:00 PM,24.774,98.332,,,,,
3911,06/05/19 11:50:00 PM,24.774,98.386,,,,,
3912,06/05/19 11:55:00 PM,24.750,98.379,,,,,
3913,06/06/19 12:00:00 AM,24.726,98.399,,,,,
3914,06/06/19 12:05:00 AM,24.702,98.419,,,,,
3915,06/06/19 12:10:00 AM,24.677,98.413,,,,,
3916,06/06/19 12:15:00 AM,24.677,98.440,,,,,
3917,06/06/19 12:20:00 AM,24.653,98.460,,,,,
3918,06/06/19 12:25:00 AM,24.653,98.486,,,,,
3919,06/06/19 12:30:00 AM,24.629,98.506,,,,,
3920,06/06/19 12:35:00 AM,24.629,98.506,,,,,
3921,06/06/19 12:40:00 AM,24.605,98.526,,,,,
3922,06/06/19 12:45:00 AM,24.605,98.553,,,,,
3923,06/06/19 12:50:00 AM,24.581,98.547,,,,,
3924,06/06/19 12:55:00 AM,24.581,98.547,,,,,
3925,06/06/19 01:00:00 AM,24.581,98.573,,,,,
3926,06/06/19 01:05:00 AM,24.557,98.593,,,,,
3927,06/06/19 01:10:00 AM,24.532,98.587,,,,,
3928,06/06/19 01:15:00 AM,24.484,98.627,,,,,
3929,06/06/19 01:20:00 AM,24.436,98.641,,,,,
3930,06/06/19 01:25:00 AM,24.363,98.674,,,,,
3931,06/06/19 01:30:00 AM,24.315,98.688,,,,,
3932,06/06/19 01:35:00 AM,24.267,98.728,,,,,
3933,06/06/19 01:40:00 AM,24.219,98.768,,,,,
3934,06/06/19 01:45:00 AM,24.171,98.808,,,,,
3935,06/06/19 01:50:00 AM,24.122,98.848,,,,,
3936,06/06/19 01:55:00 AM,24.074,98.888,,,,,
3937,06/06/19 02:00:00 AM,24.026,98.928,,,,,
3938,06/06/19 02:05:00 AM,24.002,98.948,,,,,
3939,06/06/19 02:10:00 AM,23.954,98.962,,,,,
3940,06/06/19 02:15:00 AM,23.930,99.008,,,,,
3941,06/06/19 02:20:00 AM,23.905,99.028,,,,,
3942,06/06/19 02:25:00 AM,23.905,99.054,,,,,
