installation,plot_id,location,visit_date,collection_method,species,life_stage,count,visit_year,site_code,plot_id_code,location_code,collection_method_code,species_code,life_stage_code,sample_id,species_name
shelby,shelby b1,east,2017-09-23,trap,Am. mac,adult,1,2017,S,B1,E,T,M,A,SB1ETMA,Amblyomma maculatum
shelby,shelby b1,north,2017-09-23,trap,Am. am,nymph,1,2017,S,B1,N,T,A,N,SB1NTAN,Amblyomma americanum
shelby,shelby b1,extra,2017-09-23,Whalen,Am. am,nymph,1,2017,S,B1,X,W,A,N,SB1XWAN,Amblyomma americanum
shelby,shelby b1,extra,2017-09-23,Whalen,Am. mac,adult,3,2017,S,B1,X,W,M,A,SB1XWMA,Amblyomma maculatum
shelby,shelby d1,north,2017-09-23,trap,Am. mac,adult,1,2017,S,D1,N,T,M,A,SD1NTMA,Amblyomma maculatum
shelby,shelby f1,extra,2017-09-23,Whalen,Am. mac,adult,1,2017,S,F1,X,W,M,A,SF1XWMA,Amblyomma maculatum
shelby,shelby b3,center,2017-09-24,trap,Am. am,nymph,1,2017,S,B3,C,T,A,N,SB3CTAN,Amblyomma americanum
shelby,shelby b3,center,2017-09-24,trap,De. var,adult,1,2017,S,B3,C,T,V,A,SB3CTVA,Dermacentor variabilis
shelby,shelby g1,north,2017-09-26,trap,Am. am,nymph,7,2017,S,G1,N,T,A,N,SG1NTAN,Amblyomma americanum
shelby,shelby g1,center,2017-09-26,trap,Am. am,nymph,3,2017,S,G1,C,T,A,N,SG1CTAN,Amblyomma americanum
shelby,shelby g1,center,2017-09-26,trap,Am. mac,adult,1,2017,S,G1,C,T,M,A,SG1CTMA,Amblyomma maculatum
shelby,shelby g1,extra,2017-09-26,people,Am. am,nymph,17,2017,S,G1,X,P,A,N,SG1XPAN,Amblyomma americanum
shelby,shelby extra,extra,2017-09-26,people,Am. mac,adult,1,2017,S,X,X,P,M,A,SXXPMA,Amblyomma maculatum
blanding,blanding c1,sw,2018-05-24,trap,Am. am,nymph,1,2018,B,C1,D,T,A,N,BC1DTAN,Amblyomma americanum
blanding,blanding g1,nw,2018-05-24,trap,Am. am,nymph,1,2018,B,G1,B,T,A,N,BG1BTAN,Amblyomma americanum
blanding,blanding g1,se,2018-05-24,trap,Am. am,adult,1,2018,B,G1,F,T,A,A,BG1FTAA,Amblyomma americanum
blanding,blanding g1,se,2018-05-24,trap,Am. am,nymph,1,2018,B,G1,F,T,A,N,BG1FTAN,Amblyomma americanum
blanding,blanding h1,nw,2018-05-24,trap,Am. am,adult,1,2018,B,H1,B,T,A,A,BH1BTAA,Amblyomma americanum
blanding,blanding h1,nw,2018-05-24,trap,Am. am,nymph,1,2018,B,H1,B,T,A,N,BH1BTAN,Amblyomma americanum
blanding,blanding h1,sw,2018-05-24,trap,Am. am,adult,1,2018,B,H1,D,T,A,A,BH1DTAA,Amblyomma americanum
blanding,blanding h1,se,2018-05-24,trap,Am. am,adult,3,2018,B,H1,F,T,A,A,BH1FTAA,Amblyomma americanum
blanding,blanding h1,se,2018-05-24,trap,Am. am,nymph,2,2018,B,H1,F,T,A,N,BH1FTAN,Amblyomma americanum
blanding,blanding k1,ne,2018-05-24,trap,Am. am,adult,5,2018,B,K1,A,T,A,A,BK1ATAA,Amblyomma americanum
blanding,blanding k1,ne,2018-05-24,trap,Am. am,nymph,6,2018,B,K1,A,T,A,N,BK1ATAN,Amblyomma americanum
blanding,blanding k1,nw,2018-05-24,trap,Am. am,adult,11,2018,B,K1,B,T,A,A,BK1BTAA,Amblyomma americanum
blanding,blanding k1,nw,2018-05-24,trap,Am. am,nymph,5,2018,B,K1,B,T,A,N,BK1BTAN,Amblyomma americanum
blanding,blanding k1,sw,2018-05-24,trap,Am. am,adult,4,2018,B,K1,D,T,A,A,BK1DTAA,Amblyomma americanum
blanding,blanding k1,sw,2018-05-24,trap,Am. am,nymph,17,2018,B,K1,D,T,A,N,BK1DTAN,Amblyomma americanum
blanding,blanding k1,se,2018-05-24,trap,Am. am,adult,13,2018,B,K1,F,T,A,A,BK1FTAA,Amblyomma americanum
blanding,blanding k1,se,2018-05-24,trap,Am. am,nymph,4,2018,B,K1,F,T,A,N,BK1FTAN,Amblyomma americanum
blanding,blanding k1,se,2018-05-24,trap,Am. am,nymph,1,2018,B,K1,F,T,A,N,BK1FTAN,Amblyomma americanum
blanding,blanding k1,se,2018-05-24,trap,De. var,adult,1,2018,B,K1,F,T,V,A,BK1FTVA,Dermacentor variabilis
blanding,blanding k1,extra,2018-05-24,people,Am. am,adult,1,2018,B,K1,X,E,A,A,BK1XEAA,Amblyomma americanum
blanding,blanding k1,extra,2018-05-24,people,Am. am,nymph,1,2018,B,K1,X,E,A,N,BK1XEAN,Amblyomma americanum
blanding,blanding m1,nw,2018-05-24,trap,De. var,adult,1,2018,B,M1,B,T,V,A,BM1BTVA,Dermacentor variabilis
blanding,blanding m1,sw,2018-05-24,trap,Am. am,adult,2,2018,B,M1,D,T,A,A,BM1DTAA,Amblyomma americanum
blanding,blanding m1,sw,2018-05-24,trap,Am. am,nymph,1,2018,B,M1,D,T,A,N,BM1DTAN,Amblyomma americanum
blanding,blanding m1,se,2018-05-24,trap,Am. am,adult,1,2018,B,M1,F,T,A,A,BM1FTAA,Amblyomma americanum
blanding,blanding n1,extra,2018-05-24,people,Am. am,adult,1,2018,B,N1,X,E,A,A,BN1XEAA,Amblyomma americanum
blanding,blanding extra,extra,2018-05-24,people,Am. am,nymph,3,2018,B,X,X,E,A,N,BXXEAN,Amblyomma americanum
blanding,blanding m1,nw,2018-05-24,trap,Am. am,adult,1,2018,NA,NA,NA,NA,NA,NA,NA,Amblyomma americanum
avonpark,avonpark e2,extra,2018-05-29,people,De. var,adult,1,2018,A,E2,X,E,V,A,AE2XEVA,Dermacentor variabilis
eglin,eglin i1,ne,2018-06-12,trap,Am. am,adult,1,2018,E,I1,A,T,A,A,EI1ATAA,Amblyomma americanum
eglin,eglin i1,ne,2018-06-12,trap,Am. am,nymph,4,2018,E,I1,A,T,A,N,EI1ATAN,Amblyomma americanum
eglin,eglin i1,sw,2018-06-12,trap,Am. am,adult,3,2018,E,I1,D,T,A,A,EI1DTAA,Amblyomma americanum
eglin,eglin i1,sw,2018-06-12,trap,Am. am,nymph,2,2018,E,I1,D,T,A,N,EI1DTAN,Amblyomma americanum
eglin,eglin i1,se,2018-06-12,trap,Am. am,adult,1,2018,E,I1,F,T,A,A,EI1FTAA,Amblyomma americanum
eglin,eglin i1,se,2018-06-12,trap,De. var,adult,1,2018,E,I1,F,T,V,A,EI1FTVA,Dermacentor variabilis
eglin,eglin i1,extra,2018-06-12,people,Am. am,adult,3,2018,E,I1,X,E,A,A,EI1XEAA,Amblyomma americanum
eglin,eglin i1,extra,2018-06-12,people,Am. am,nymph,7,2018,E,I1,X,E,A,N,EI1XEAN,Amblyomma americanum
eglin,eglin i1,extra,2018-06-12,people,De. var,adult,3,2018,E,I1,X,E,V,A,EI1XEVA,Dermacentor variabilis
eglin,eglin extra,extra,2018-06-13,people,Am. am,adult,2,2018,E,X,X,E,A,A,EXXEAA,Amblyomma americanum
eglin,eglin extra,extra,2018-06-13,people,Am. am,nymph,1,2018,E,X,X,E,A,N,EXXEAN,Amblyomma americanum
eglin,eglin extra,extra,2018-06-13,people,De. var,adult,1,2018,E,X,X,E,V,A,EXXEVA,Dermacentor variabilis
eglin,eglin f1,extra,2018-06-15,people,Am. am,adult,1,2018,E,F1,X,E,A,A,EF1XEAA,Amblyomma americanum
eglin,eglin g1,extra,2018-06-15,people,Am. am,adult,2,2018,E,G1,X,E,A,A,EG1XEAA,Amblyomma americanum
eglin,eglin i1,extra,2018-06-15,people,Am. am,adult,1,2018,E,I1,X,L,A,A,EI1XLAA,Amblyomma americanum
eglin,eglin j1,ne,2018-06-15,trap,Am. am,adult,1,2018,E,J1,A,T,A,A,EJ1ATAA,Amblyomma americanum
eglin,eglin j1,nw,2018-06-15,trap,Am. am,nymph,1,2018,E,J1,B,T,A,N,EJ1BTAN,Amblyomma americanum
eglin,eglin j1,sw,2018-06-15,trap,Am. am,adult,1,2018,E,J1,D,T,A,A,EJ1DTAA,Amblyomma americanum
eglin,eglin j1,sw,2018-06-15,trap,Am. am,nymph,1,2018,E,J1,D,T,A,N,EJ1DTAN,Amblyomma americanum
eglin,eglin j1,se,2018-06-15,trap,Am. am,adult,2,2018,E,J1,F,T,A,A,EJ1FTAA,Amblyomma americanum
eglin,eglin extra,extra,2018-06-15,people,Am. am,adult,1,2018,E,X,X,L,A,A,EXXLAA,Amblyomma americanum
eglin,eglin extra,extra,2018-06-15,people,De. var,adult,1,2018,E,X,X,L,V,A,EXXLVA,Dermacentor variabilis
blanding,blanding i1,nw,2018-06-20,trap,Am. am,adult,2,2018,B,I1,B,T,A,A,BI1BTAA,Amblyomma americanum
blanding,blanding i1,sw,2018-06-20,trap,Am. am,adult,1,2018,B,I1,D,T,A,A,BI1DTAA,Amblyomma americanum
blanding,blanding i1,se,2018-06-20,trap,Am. am,adult,1,2018,B,I1,F,T,A,A,BI1FTAA,Amblyomma americanum
blanding,blanding j1,ne,2018-06-20,trap,Am. am,adult,7,2018,B,J1,A,T,A,A,BJ1ATAA,Amblyomma americanum
blanding,blanding j1,ne,2018-06-20,trap,Am. am,nymph,9,2018,B,J1,A,T,A,N,BJ1ATAN,Amblyomma americanum
blanding,blanding j1,nw,2018-06-20,trap,Am. am,adult,1,2018,B,J1,B,T,A,A,BJ1BTAA,Amblyomma americanum
blanding,blanding j1,nw,2018-06-20,trap,De. var,adult,1,2018,B,J1,B,T,V,A,BJ1BTVA,Dermacentor variabilis
blanding,blanding j1,sw,2018-06-20,trap,Am. am,adult,1,2018,B,J1,D,T,A,A,BJ1DTAA,Amblyomma americanum
blanding,blanding j1,se,2018-06-20,trap,Am. am,adult,4,2018,B,J1,F,T,A,A,BJ1FTAA,Amblyomma americanum
blanding,blanding j1,se,2018-06-20,trap,Am. am,nymph,7,2018,B,J1,F,T,A,N,BJ1FTAN,Amblyomma americanum
blanding,blanding j1,se,2018-06-20,trap,De. var,adult,1,2018,B,J1,F,T,V,A,BJ1FTVA,Dermacentor variabilis
blanding,blanding j1,extra,2018-06-20,people,Am. am,nymph,1,2018,B,J1,X,E,A,N,BJ1XEAN,Amblyomma americanum
blanding,blanding n1,sw,2018-06-20,trap,Am. am,adult,1,2018,B,N1,D,T,A,A,BN1DTAA,Amblyomma americanum
blanding,blanding n1,se,2018-06-20,trap,Am. am,adult,1,2018,B,N1,F,T,A,A,BN1FTAA,Amblyomma americanum
blanding,blanding n1,se,2018-06-20,trap,Am. am,nymph,1,2018,B,N1,F,T,A,N,BN1FTAN,Amblyomma americanum
tyndall,tyndall c1,extra,2018-06-26,people,Am. am,adult,3,2018,T,C1,X,E,A,A,TC1XEAA,Amblyomma americanum
tyndall,tyndall c1,extra,2018-06-26,people,Am. am,nymph,7,2018,T,C1,X,E,A,N,TC1XEAN,Amblyomma americanum
tyndall,tyndall c2,extra,2018-06-26,people,Am. am,adult,2,2018,T,C2,X,E,A,A,TC2XEAA,Amblyomma americanum
tyndall,tyndall b1,ne,2018-06-27,trap,Am. am,nymph,1,2018,T,B1,A,T,A,N,TB1ATAN,Amblyomma americanum
tyndall,tyndall b2,ne,2018-06-27,trap,Am. am,nymph,1,2018,T,B2,A,T,A,N,TB2ATAN,Amblyomma americanum
tyndall,tyndall b2,nw,2018-06-27,trap,Am. am,adult,1,2018,T,B2,B,T,A,A,TB2BTAA,Amblyomma americanum
tyndall,tyndall b2,nw,2018-06-27,trap,Am. am,nymph,1,2018,T,B2,B,T,A,N,TB2BTAN,Amblyomma americanum
tyndall,tyndall b3,extra,2018-06-27,people,Am. am,nymph,1,2018,T,B3,X,E,A,N,TB3XEAN,Amblyomma americanum
tyndall,tyndall d2,ne,2018-06-27,trap,Am. am,adult,3,2018,T,D2,A,T,A,A,TD2ATAA,Amblyomma americanum
tyndall,tyndall d2,ne,2018-06-27,trap,Am. am,nymph,2,2018,T,D2,A,T,A,N,TD2ATAN,Amblyomma americanum
tyndall,tyndall d2,ne,2018-06-27,trap,De. var,adult,8,2018,T,D2,A,T,V,A,TD2ATVA,Dermacentor variabilis
tyndall,tyndall d2,nw,2018-06-27,trap,Am. am,adult,4,2018,T,D2,B,T,A,A,TD2BTAA,Amblyomma americanum
tyndall,tyndall d2,nw,2018-06-27,trap,Am. am,nymph,2,2018,T,D2,B,T,A,N,TD2BTAN,Amblyomma americanum
tyndall,tyndall d2,sw,2018-06-27,trap,Am. am,adult,2,2018,T,D2,D,T,A,A,TD2DTAA,Amblyomma americanum
tyndall,tyndall d2,sw,2018-06-27,trap,Am. am,nymph,5,2018,T,D2,D,T,A,N,TD2DTAN,Amblyomma americanum
tyndall,tyndall d2,sw,2018-06-27,trap,De. var,adult,1,2018,T,D2,D,T,V,A,TD2DTVA,Dermacentor variabilis
tyndall,tyndall d2,se,2018-06-27,trap,Am. am,adult,4,2018,T,D2,F,T,A,A,TD2FTAA,Amblyomma americanum
tyndall,tyndall d2,se,2018-06-27,trap,Am. am,nymph,1,2018,T,D2,F,T,A,N,TD2FTAN,Amblyomma americanum
tyndall,tyndall d2,se,2018-06-27,trap,De. var,adult,1,2018,T,D2,F,T,V,A,TD2FTVA,Dermacentor variabilis
tyndall,tyndall d2,extra,2018-06-27,people,Am. am,adult,3,2018,T,D2,X,E,A,A,TD2XEAA,Amblyomma americanum
tyndall,tyndall d2,extra,2018-06-27,people,Am. am,nymph,3,2018,T,D2,X,E,A,N,TD2XEAN,Amblyomma americanum
tyndall,tyndall d2,extra,2018-06-27,people,De. var,adult,1,2018,T,D2,X,E,V,A,TD2XEVA,Dermacentor variabilis
tyndall,tyndall d2,extra,2018-06-27,people,Am. am,adult,1,2018,T,D2,X,L,A,A,TD2XLAA,Amblyomma americanum
tyndall,tyndall d2,extra,2018-06-27,people,De. var,adult,1,2018,T,D2,X,L,V,A,TD2XLVA,Dermacentor variabilis
tyndall,tyndall extra,extra,2018-06-27,people,Am. am,adult,1,2018,T,X,X,E,A,A,TXXEAA,Amblyomma americanum
tyndall,tyndall c1,ne,2018-06-28,trap,Am. am,adult,1,2018,T,C1,A,T,A,A,TC1ATAA,Amblyomma americanum
tyndall,tyndall c1,ne,2018-06-28,trap,Am. am,nymph,1,2018,T,C1,A,T,A,N,TC1ATAN,Amblyomma americanum
tyndall,tyndall c1,nw,2018-06-28,trap,Am. am,nymph,39,2018,T,C1,B,T,A,N,TC1BTAN,Amblyomma americanum
tyndall,tyndall c1,sw,2018-06-28,trap,Am. am,adult,4,2018,T,C1,D,T,A,A,TC1DTAA,Amblyomma americanum
tyndall,tyndall c1,sw,2018-06-28,trap,Am. am,nymph,11,2018,T,C1,D,T,A,N,TC1DTAN,Amblyomma americanum
tyndall,tyndall c1,se,2018-06-28,trap,Am. am,adult,3,2018,T,C1,F,T,A,A,TC1FTAA,Amblyomma americanum
tyndall,tyndall c1,se,2018-06-28,trap,Am. am,nymph,2,2018,T,C1,F,T,A,N,TC1FTAN,Amblyomma americanum
tyndall,tyndall c1,se,2018-06-28,trap,De. var,adult,1,2018,T,C1,F,T,V,A,TC1FTVA,Dermacentor variabilis
tyndall,tyndall c1,extra,2018-06-28,people,Am. am,nymph,1,2018,T,C1,X,L,A,N,TC1XLAN,Amblyomma americanum
tyndall,tyndall c2,ne,2018-06-28,trap,Am. am,adult,1,2018,T,C2,A,T,A,A,TC2ATAA,Amblyomma americanum
tyndall,tyndall c2,ne,2018-06-28,trap,Am. am,nymph,5,2018,T,C2,A,T,A,N,TC2ATAN,Amblyomma americanum
tyndall,tyndall c2,ne,2018-06-28,trap,Am. mac,adult,2,2018,T,C2,A,T,M,A,TC2ATMA,Amblyomma maculatum
tyndall,tyndall c2,nw,2018-06-28,trap,Am. am,adult,3,2018,T,C2,B,T,A,A,TC2BTAA,Amblyomma americanum
tyndall,tyndall c2,nw,2018-06-28,trap,Am. am,nymph,21,2018,T,C2,B,T,A,N,TC2BTAN,Amblyomma americanum
tyndall,tyndall c2,nw,2018-06-28,trap,De. var,adult,2,2018,T,C2,D,T,V,A,TC2DTVA,Dermacentor variabilis
tyndall,tyndall c2,sw,2018-06-28,trap,De. var,adult,2,2018,T,C2,D,T,V,A,TC2DTVA,Dermacentor variabilis
tyndall,tyndall c2,sw,2018-06-28,trap,Am. am,nymph,5,2018,T,C2,D,T,A,N,TC2DTAN,Amblyomma americanum
tyndall,tyndall c2,sw,2018-06-28,trap,Am. mac,nymph,1,2018,T,C2,D,T,M,N,TC2DTMN,Amblyomma maculatum
tyndall,tyndall c2,sw,2018-06-28,trap,Rh. san,adult,1,2018,T,C2,D,T,S,A,TC2DTSA,Rhipicephalus sanguineus
tyndall,tyndall c2,se,2018-06-28,trap,Am. am,nymph,1,2018,T,C2,F,T,A,N,TC2FTAN,Amblyomma americanum
tyndall,tyndall b3,nw,2018-06-29,trap,Am. mac,adult,2,2018,T,B3,B,T,M,A,TB3BTMA,Amblyomma maculatum
tyndall,tyndall b3,se,2018-06-29,trap,Am. mac,adult,2,2018,T,B3,F,T,M,A,TB3FTMA,Amblyomma maculatum
tyndall,tyndall extra,extra,2018-06-29,people,Am. am,nymph,6,2018,T,X,X,E,A,N,TXXEAN,Amblyomma americanum
tyndall,tyndall extra,extra,2018-06-29,people,Am. mac,adult,1,2018,T,X,X,E,M,A,TXXEMA,Amblyomma maculatum
tyndall,tyndall extra,extra,2018-06-29,people,Am. am,adult,2,2018,T,X,X,L,A,A,TXXLAA,Amblyomma americanum
tyndall,tyndall extra,extra,2018-06-29,people,Am. am,nymph,1,2018,T,X,X,L,A,N,TXXLAN,Amblyomma americanum
jackson,jackson a1,sw,2018-07-11,trap,Am. mac,adult,1,2018,J,A1,D,T,M,A,JA1DTMA,Amblyomma maculatum
jackson,jackson b1,extra,2018-07-11,people,Am. am,nymph,1,2018,J,B1,X,E,A,N,JB1XEAN,Amblyomma americanum
jackson,jackson d1,se,2018-07-11,trap,Am. am,adult,1,2018,J,D1,F,T,A,A,JD1FTAA,Amblyomma americanum
jackson,jackson d1,se,2018-07-11,trap,Am. am,nymph,2,2018,J,D1,F,T,A,N,JD1FTAN,Amblyomma americanum
jackson,jackson g1,nw,2018-07-12,trap,Am. am,nymph,1,2018,J,G1,B,T,A,N,JG1BTAN,Amblyomma americanum
jackson,jackson h1,sw,2018-07-12,trap,Am. mac,adult,1,2018,NA,NA,NA,NA,NA,NA,NA,Amblyomma maculatum
jackson,jackson l1,ne,2018-07-13,trap,Am. am,adult,1,2018,J,L1,A,T,A,A,JL1ATAA,Amblyomma americanum
jackson,jackson m1,nw,2018-07-13,trap,Am. am,adult,1,2018,J,M1,B,T,A,A,JM1BTAA,Amblyomma americanum
jackson,jackson extra,extra,2018-07-14,people,Am. am,nymph,1,2018,J,X,X,E,A,N,JXXEAN,Amblyomma americanum
avonpark,avonpark c1,ne,2018-07-21,trap,De. var,adult,1,2018,A,C1,A,T,V,A,AC1ATVA,Dermacentor variabilis
avonpark,avonpark c1,se,2018-07-21,trap,De. var,adult,1,2018,A,C1,F,T,V,A,AC1FTVA,Dermacentor variabilis
avonpark,avonpark c2,ne,2018-07-21,trap,Am. mac,adult,1,2018,A,C2,A,T,M,A,AC2ATMA,Amblyomma maculatum
avonpark,avonpark e1,sw,2018-07-21,trap,De. var,adult,1,2018,A,E1,D,T,V,A,AE1DTVA,Dermacentor variabilis
avonpark,avonpark g1,sw,2018-07-21,trap,De. var,adult,1,2018,A,G1,D,T,V,A,AG1DTVA,Dermacentor variabilis
avonpark,avonpark i1,se,2018-07-21,trap,De. var,adult,1,2018,A,I1,F,T,V,A,AI1FTVA,Dermacentor variabilis
benning,benning extra,extra,2018-07-24,people,Am. am,adult,1,2018,N,X,X,E,A,A,NXXEAA,Amblyomma americanum
benning,benning extra,extra,2018-07-24,people,Am. am,nymph,1,2018,N,X,X,E,A,N,NXXEAN,Amblyomma americanum
benning,benning a1,extra,2018-07-25,people,Am. am,adult,1,2018,N,A1,X,E,A,A,NA1XEAA,Amblyomma americanum
benning,benning a1,ne,2018-07-26,trap,Am. am,adult,3,2018,N,A1,A,T,A,A,NA1ATAA,Amblyomma americanum
benning,benning a1,nw,2018-07-26,trap,Am. am,adult,1,2018,N,A1,B,T,A,A,NA1BTAA,Amblyomma americanum
benning,benning a1,sw,2018-07-26,trap,Am. am,adult,1,2018,N,A1,D,T,A,A,NA1DTAA,Amblyomma americanum
benning,benning a1,sw,2018-07-26,trap,Am. am,nymph,1,2018,N,A1,D,T,A,N,NA1DTAN,Amblyomma americanum
benning,benning a1,se,2018-07-26,trap,Am. am,adult,1,2018,N,A1,F,T,A,A,NA1FTAA,Amblyomma americanum
benning,benning a1,se,2018-07-26,trap,Am. am,nymph,2,2018,N,A1,F,T,A,N,NA1FTAN,Amblyomma americanum
benning,benning c1,nw,2018-07-26,trap,Am. am,nymph,1,2018,N,C1,B,T,A,N,NC1BTAN,Amblyomma americanum
benning,benning d1,ne,2018-07-26,trap,Am. am,nymph,1,2018,N,D1,A,T,A,N,ND1ATAN,Amblyomma americanum
benning,benning e1,sw,2018-07-26,trap,Am. am,adult,1,2018,N,E1,D,T,A,A,NE1DTAA,Amblyomma americanum
benning,benning e1,se,2018-07-26,trap,Am. am,nymph,1,2018,N,E1,F,T,A,N,NE1FTAN,Amblyomma americanum
benning,benning extra,extra,2018-07-26,people,Am. am,nymph,2,2018,N,X,X,L,A,N,NXXLAN,Amblyomma americanum
benning,benning g1,nw,2018-07-28,trap,Am. am,adult,1,2018,N,G1,B,T,A,A,NG1BTAA,Amblyomma americanum
benning,benning g1,nw,2018-07-28,trap,Am. am,nymph,1,2018,N,G1,B,T,A,N,NG1BTAN,Amblyomma americanum
benning,benning i1,ne,2018-07-28,trap,Am. am,nymph,2,2018,N,I1,A,T,A,N,NI1ATAN,Amblyomma americanum
benning,benning i1,nw,2018-07-28,trap,Am. am,nymph,1,2018,N,I1,B,T,A,N,NI1BTAN,Amblyomma americanum
benning,benning i1,se,2018-07-28,trap,Am. am,nymph,2,2018,N,I1,F,T,A,N,NI1FTAN,Amblyomma americanum
eglin,eglin a1,nw,2018-08-05,trap,Am. am,nymph,1,2018,E,A1,B,T,A,N,EA1BTAN,Amblyomma americanum
eglin,eglin f1,sw,2018-08-05,trap,Am. am,adult,1,2018,E,F1,D,T,A,A,EF1DTAA,Amblyomma americanum
shelby,shelby c1,se,2018-08-13,trap,Am. mac,adult,1,2018,S,C1,F,T,M,A,SC1FTMA,Amblyomma maculatum
shelby,shelby h1,ne,2018-08-13,trap,Am. am,nymph,1,2018,S,H1,A,T,A,N,SH1ATAN,Amblyomma americanum
shelby,shelby h1,extra,2018-08-13,people,Am. mac,adult,2,2018,S,H1,X,E,M,A,SH1XEMA,Amblyomma maculatum
shelby,shelby extra,extra,2018-08-15,people,Am. mac,adult,1,2018,S,X,X,E,M,A,SXXEMA,Amblyomma maculatum
shelby,shelby b3,ne,2018-08-16,trap,Am. mac,adult,1,2018,S,B3,A,T,M,A,SB3ATMA,Amblyomma maculatum
shelby,shelby j1,sw,2018-08-16,trap,Am. am,nymph,3,2018,S,J1,D,T,A,N,SJ1DTAN,Amblyomma americanum
shelby,shelby j1,se,2018-08-16,trap,Am. mac,adult,2,2018,S,J1,F,T,M,A,SJ1FTMA,Amblyomma maculatum
shelby,shelby k1,sw,2018-08-16,trap,Am. mac,adult,1,2018,S,K1,D,T,M,A,SK1DTMA,Amblyomma maculatum
gordon,gordon h1,nw,2018-08-23,trap,Am. am,nymph,8,2018,G,R1,B,T,A,N,GR1BTAN,Amblyomma americanum
gordon,gordon h1,sw,2018-08-23,trap,Am. am,nymph,1,2018,G,R1,D,T,A,N,GR1DTAN,Amblyomma americanum
gordon,gordon g1,ne,2018-08-23,trap,Am. am,nymph,2,2018,G,S1,A,T,A,N,GS1ATAN,Amblyomma americanum
gordon,gordon g1,nw,2018-08-23,trap,Am. am,nymph,9,2018,G,S1,B,T,A,N,GS1BTAN,Amblyomma americanum
gordon,gordon g1,se,2018-08-23,trap,Am. am,nymph,1,2018,G,S1,F,T,A,N,GS1FTAN,Amblyomma americanum
gordon,gordon f1,nw,2018-08-23,trap,Am. am,nymph,1,2018,G,T1,B,T,A,N,GT1BTAN,Amblyomma americanum
gordon,gordon f1,se,2018-08-23,trap,Am. am,nymph,1,2018,G,T1,F,T,A,N,GT1FTAN,Amblyomma americanum
gordon,gordon f1,se,2018-08-23,trap,Am. mac,adult,1,2018,G,T1,F,T,M,A,GT1FTMA,Amblyomma maculatum
gordon,gordon e1,ne,2018-08-23,trap,Am. am,adult,1,2018,G,V1,A,T,A,A,GV1ATAA,Amblyomma americanum
gordon,gordon e1,ne,2018-08-23,trap,Am. am,nymph,9,2018,G,V1,A,T,A,N,GV1ATAN,Amblyomma americanum
gordon,gordon e1,nw,2018-08-23,trap,Am. am,adult,3,2018,G,V1,B,T,A,A,GV1BTAA,Amblyomma americanum
gordon,gordon e1,nw,2018-08-23,trap,Am. am,nymph,7,2018,G,V1,B,T,A,N,GV1BTAN,Amblyomma americanum
gordon,gordon e1,sw,2018-08-23,trap,Am. am,nymph,4,2018,G,V1,D,T,A,N,GV1DTAN,Amblyomma americanum
gordon,gordon d1,sw,2018-08-23,trap,Am. am,nymph,24,2018,G,W1,D,T,A,N,GW1DTAN,Amblyomma americanum
