"record_id","stem_id","installation","plot_id","date","cluster","tag","species","dbh","health","canopy","distance","azimuth","height","char","notes","scientific_name","functional_group","Genus","Species","Status","functional_group__1"
1098,1098,"avonpark","i1",20180601,1028,"1570","PIEL",23.7,1,"c",12.1,171,18.2,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1099,1099,"avonpark","i1",20180601,1029,"1577","PIEL",23.5,1,"c",6.5,173,17.4,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1100,1100,"avonpark","i1",20180601,1030,"1575","PIEL",28.9,1,"d",3.2,231,18,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1101,1101,"avonpark","i1",20180601,1031,"1581","PIEL",24.4,1,"c",9.1,286,16.7,NA,"short leaf ?","Pinus elliottii","tree","Pinus","elliottii","native","tree"
1102,1102,"avonpark","i1",20180601,1032,"1574","PIEL",21.9,2,"c",3,340,17.1,NA,"short leaf ?","Pinus elliottii","tree","Pinus","elliottii","native","tree"
1103,1103,"avonpark","i1",20180601,1033,"1568","PIEL",26.3,1,"c",9,41,19.6,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1104,1104,"avonpark","i1",20180601,1034,"1576","PIEL",23.4,1,"c",8.7,97,17.6,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1105,1105,"avonpark","i1",20180601,1035,"1564","PIEL",22.2,2,"c",5.8,103,19.7,NA,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1106,1106,"avonpark","i1",20180601,1036,"1561","PIEL",9.5,2,"i",10.6,130,10.9,1.6,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
1107,1107,"avonpark","g1",20180531,1037,"1546","PIPA",25.3,1,"c",1.6,338,18.1,1,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1108,1108,"avonpark","g1",20180531,1038,"1551","PIPA",18.8,1,"i",6.6,321,NA,1.5,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1109,1109,"avonpark","g1",20180531,1039,NA,"PIPA",23.2,1,"i",9.4,319,NA,1.67,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1110,1110,"avonpark","g1",20180531,1040,"1552","PIPA",9.6,3,"u",7.3,338,NA,0.52,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1111,1111,"avonpark","g1",20180531,1041,"1550","PIPA",23.1,2,"c",7.7,348,NA,1.16,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1112,1112,"avonpark","g1",20180531,1042,"1542","PIPA",18.5,1,"c",3.7,353,19.9,1.18,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1113,1113,"avonpark","g1",20180531,1043,"1539","PIPA",35.7,1,"d",11.3,351,NA,1.39,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1114,1114,"avonpark","g1",20180531,1044,"1527","PIPA",30.3,2,"c",10.8,3,NA,2.28,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1115,1115,"avonpark","g1",20180531,1045,"1545","PIPA",20.5,1,"c",5.4,9,18.2,1.34,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1116,1116,"avonpark","g1",20180531,1046,"1543","PIPA",16.4,2,"i",9,21,20.5,1.79,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1117,1117,"avonpark","g1",20180531,1047,"1544","PIPA",11.2,2,"u",7.6,22,NA,1.24,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1118,1118,"avonpark","g1",20180531,1048,NA,"PIPA",16.9,1,"i",12.2,30,NA,1.07,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1119,1119,"avonpark","g1",20180531,1049,NA,"PIPA",10.7,1,"u",11,60,NA,1.83,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1120,1120,"avonpark","g1",20180531,1050,"1549","PIPA",27.9,1,"d",4.1,66,NA,1.71,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1121,1121,"avonpark","g1",20180531,1051,"1556","PIPA",17.9,2,"c",4,74,18.2,0.72,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1122,1122,"avonpark","g1",20180531,1052,"1553","PIPA",30.4,1,"c",6.9,99,20.9,1.74,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1123,1123,"avonpark","g1",20180531,1053,NA,"PIPA",12,1,"i",9.9,89,NA,1.16,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1124,1124,"avonpark","g1",20180531,1054,"1520","PIPA",26.1,1,"c",9.5,133,16.9,1.31,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1125,1125,"avonpark","g1",20180531,1055,NA,"PIPA",29.4,1,"c",12.2,130,NA,1.15,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1126,1126,"avonpark","g1",20180531,1056,"1519","PIPA",17.5,1,"c",3.1,130,16.1,1.42,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1127,1127,"avonpark","g1",20180531,1057,NA,"PIPA",23,1,"c",12.3,179,NA,1.61,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1128,1128,"avonpark","g1",20180531,1058,"1541","PIPA",24.7,1,"c",5.2,202,18.1,1.72,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1129,1129,"avonpark","g1",20180531,1059,"1554","PIPA",30.1,1,"c",6.9,214,17.9,2.08,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1130,1130,"avonpark","g1",20180531,1060,"1548","PIPA",11.6,1,"i",9.2,225,NA,1.74,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1131,1131,"avonpark","g1",20180531,1061,"1557","PIPA",32.2,1,"c",10.7,222,NA,2.45,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1132,1132,"avonpark","g1",20180531,1062,NA,"PIPA",24.2,1,"c",12.5,220,NA,1.94,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1133,1133,"avonpark","g1",20180531,1063,"1540","PIPA",14.6,1,"i",6.4,274,13.8,2.07,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1134,1134,"avonpark","g1",20180531,1064,"1555","PIPA",11.6,1,"i",8.1,285,NA,1.97,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1135,1135,"avonpark","g1",20180531,1065,"1547","PIPA",34.6,1,"d",5.1,285,18.7,1.53,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1136,1136,"avonpark","g1",20180531,1066,NA,"PIPA",23.8,1,"c",11,284,NA,1.67,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1137,1137,"blanding","k1",20180522,1067,NA,"QUGE",9,2,"u",6.2,323,3.5,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1138,1138,"blanding","k1",20180522,1068,"1505","QUGE",14.2,1,"c",7.2,317,11.5,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1139,1139,"blanding","k1",20180522,1069,NA,"QUGE",10,1,"c",12.4,304,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1140,1140,"blanding","k1",20180522,1070,NA,"QUGE",10.5,1,"u",5.6,290,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1141,1141,"blanding","k1",20180522,1071,NA,"QUGE",9.8,1,"c",10.8,278,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1142,1142,"blanding","k1",20180522,1072,NA,"QUGE",15.7,1,"c",12.2,275,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1143,1143,"blanding","k1",20180522,1073,NA,"QUGE",13.7,1,"c",9.2,263,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1144,1144,"blanding","k1",20180522,1074,NA,"QUGE",14.1,1,"c",12.1,260,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1145,1145,"blanding","k1",20180522,1075,NA,"QUGE",9.5,1,"c",7.2,251,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1146,1146,"blanding","k1",20180522,1076,NA,"QUGE",5.2,1,"u",6.6,245,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1147,1147,"blanding","k1",20180522,1077,NA,"QUGE",11.8,1,"c",8.2,248,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1148,1148,"blanding","k1",20180522,1078,NA,"QUGE",14.2,1,"c",10.3,252,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1149,1149,"blanding","k1",20180522,1079,NA,"QUGE",23,1,"d",11.3,242,3.3,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1150,1150,"blanding","k1",20180522,1080,"1506","QUGE",18.8,1,"c",8.9,234,9.2,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1151,1151,"blanding","k1",20180522,1081,NA,"PICL",6.2,2,"c",10.4,205,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1152,1152,"blanding","k1",20180522,1082,NA,"QUHE",8,1,"u",10.4,205,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1153,1153,"blanding","k1",20180522,1083,NA,"QUHE",5.5,1,"u",10.6,195,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1154,1154,"blanding","k1",20180522,1084,"1507","PICL",22.6,1,"d",8.4,177,11.7,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1155,1155,"blanding","k1",20180522,1085,NA,"PICL",4.2,2,"u",6.8,180,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1156,1156,"blanding","k1",20180522,1086,NA,"QUHE",5.8,0,"u",5.7,180,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1157,1157,"blanding","k1",20180522,1087,NA,"QUHE",10.5,2,"c",5.7,175,9.5,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1158,1158,"blanding","k1",20180522,1088,NA,"QUHE",16.2,1,"c",6.2,176,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1159,1159,"blanding","k1",20180522,1089,NA,"QUGE",8.2,2,"c",2.5,163,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1160,1160,"blanding","k1",20180522,1090,NA,"QUHE",16.8,1,"c",4.1,150,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1161,1161,"blanding","k1",20180522,1091,NA,"QUHE",6.8,1,"u",6.4,135,3.9,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1162,1162,"blanding","k1",20180522,1092,NA,"QUGE",6,2,"u",6,114,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1163,1163,"blanding","k1",20180522,1093,NA,"QUHE",9.4,2,"u",7.1,112,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1164,1164,"blanding","k1",20180522,1094,NA,"PICL",4.8,1,"c",9,114,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1165,1165,"blanding","k1",20180522,1095,NA,"QUGE",12.8,1,"c",12.2,120,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1166,1166,"blanding","k1",20180522,1096,NA,"QUGE",19.6,1,"c",12.6,109,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1167,1167,"blanding","k1",20180522,1097,NA,"QUGE",11.3,2,"c",8.7,99,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1168,1168,"blanding","k1",20180522,1098,NA,"QUGE",7.3,1,"u",6.9,89,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1169,1169,"blanding","k1",20180522,1099,NA,"QUGE",10.1,1,"u",5.6,73,7.3,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1170,1170,"blanding","k1",20180522,1100,"1508","QUHE",33.6,1,"d",4.6,72,16.7,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1171,1171,"blanding","k1",20180522,1101,NA,"QUHE",16,1,"c",2.7,65,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1172,1172,"blanding","k1",20180522,1102,NA,"QUHE",4.5,0,"u",4,66,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1173,1173,"blanding","k1",20180522,1103,NA,"QUGE",10.5,1,"c",7,64,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1174,1174,"blanding","k1",20180522,1104,NA,"QUGE",7,1,"c",7,64,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1175,1175,"blanding","k1",20180522,1105,NA,"QUGE",4.5,1,"u",7,54,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1176,1176,"blanding","k1",20180522,1106,NA,"QUGE",6,1,"u",8.1,58,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1177,1177,"blanding","k1",20180522,1107,NA,"QUGE",7.9,1,"u",8.3,54,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1178,1178,"blanding","k1",20180522,1108,NA,"QUHE",8.5,1,"u",9,55,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1179,1179,"blanding","k1",20180522,1109,NA,"QUGE",5,2,"c",5.9,31,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1180,1180,"blanding","k1",20180522,1110,NA,"QUGE",6.3,2,"u",7.4,29,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1181,1181,"blanding","k1",20180522,1111,NA,"QUGE",6,2,"u",8.2,29,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1182,1182,"blanding","k1",20180522,1112,NA,"QUGE",12.9,1,"c",7.6,25,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1183,1183,"blanding","k1",20180522,1113,NA,"QUGE",17,1,"c",7.9,22,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1184,1184,"blanding","k1",20180522,1114,NA,"QUGE",18.5,1,"d",7.6,19,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1185,1185,"blanding","k1",20180522,1115,NA,"QUGE",8,0,"u",8.8,18,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1186,1186,"blanding","k1",20180522,1116,NA,"QUGE",14,1,"c",9.7,19,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1187,1187,"blanding","k1",20180522,1117,NA,"QUGE",27,1,"d",3.3,358,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1188,1188,"blanding","k1",20180522,1118,NA,"QUHE",33,1,"d",10.3,5,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1189,1189,"blanding","k1",20180522,1119,NA,"QUGE",24.7,2,"c",3.2,354,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1190,1190,"blanding","k1",20180522,1120,NA,"QUGE",8.4,3,"u",3,340,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1191,1191,"blanding","k1",20180522,1121,NA,"QUGE",7,0,"u",3.2,340,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1192,1192,"blanding","k1",20180522,1122,NA,"QUGE",8,2,"u",4.5,344,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1193,1193,"blanding","k1",20180522,1123,NA,"QUGE",13.5,1,"c",10.1,0,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1194,1194,"blanding","k1",20180522,1124,NA,"QUGE",8,0,"u",12.6,350,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1195,1195,"blanding","k1",20180522,1125,NA,"QUGE",13.2,1,"c",8.6,347,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1196,1196,"blanding","k1",20180522,1126,NA,"QUGE",20,1,"c",10,337,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1197,1197,"blanding","k1",20180522,1127,NA,"QUGE",10.5,1,"u",8.2,335,6.7,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1198,1198,"blanding","k1",20180522,1128,NA,"QUGE",18.5,1,"c",11.2,331,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1199,1199,"blanding","k1",20180522,1129,NA,"QUGE",9.5,1,"c",5.7,NA,NA,NA,"no azimuth value recorded on data sheet","Quercus geminata","tree","Quercus","geminata","native","tree"
1200,1200,"blanding","m1",20180515,1130,"1501","PICL",21,1,"c",5.85,294,11.9,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1201,1201,"blanding","m1",20180515,1131,"1502","PICL",25,1,"c",7.25,271,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1202,1202,"blanding","m1",20180515,1132,NA,"DIVI",3.1,1,"u",3.7,273,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1203,1203,"blanding","m1",20180515,1133,NA,"PICL",17.2,1,"c",8.5,258,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1204,1204,"blanding","m1",20180515,1134,NA,"PICL",23.3,1,"c",5.7,236,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1205,1205,"blanding","m1",20180515,1135,NA,"PICL",17.2,1,"c",9.35,241,13.6,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1206,1206,"blanding","m1",20180515,1136,NA,"PICL",17,2,"i",9.6,252,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1207,1207,"blanding","m1",20180515,1137,NA,"PICL",19.5,1,"c",10.7,256,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1208,1208,"blanding","m1",20180515,1138,NA,"QUGE",5.4,1,"u",10.6,229,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1209,1209,"blanding","m1",20180515,1139,NA,"QUNI",4.5,1,"u",11.4,240,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1210,1210,"blanding","m1",20180515,1140,NA,"QUNI",4.3,2,"u",12.3,242,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1211,1211,"blanding","m1",20180515,1141,NA,"QUGE",7.7,1,"i",10.9,225,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1212,1212,"blanding","m1",20180515,1142,NA,"PICL",11,2,"i",8.5,204,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1213,1213,"blanding","m1",20180515,1143,NA,"PIPA",3.9,3,"u",10.2,213,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1214,1214,"blanding","m1",20180515,1144,NA,"PICL",16.1,1,"i",8.9,203,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1215,1215,"blanding","m1",20180515,1145,NA,"PICL",24.5,1,"d",7.8,192,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1216,1216,"blanding","m1",20180515,1146,NA,"QULA",5.9,3,"u",9.9,197,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1217,1217,"blanding","m1",20180515,1147,NA,"PICL",14,1,"c",12.2,200,NA,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1218,1218,"blanding","m1",20180515,1148,NA,"DIVI",5,1,"u",3.35,167,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1219,1219,"blanding","m1",20180515,1149,NA,"PICL",19.2,1,"c",4.7,166,12.1,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1220,1220,"blanding","m1",20180515,1150,NA,"QUNI",3.5,1,"u",6,165,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1221,1221,"blanding","m1",20180515,1151,NA,"DIVI",4.1,1,"u",5.6,136,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1222,1222,"blanding","m1",20180515,1152,NA,"QULA",4.5,2,"u",6.1,133,4.6,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1223,1223,"blanding","m1",20180515,1153,NA,"QULA",6.2,4,"i",9.5,122,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1224,1224,"blanding","m1",20180515,1154,NA,"QULA",3.3,4,"u",11.3,127,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1225,1225,"blanding","m1",20180515,1155,NA,"QULA",3.4,4,"u",8.65,118,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1226,1226,"blanding","m1",20180515,1156,NA,"QUNI",5.1,1,"u",5.96,111,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1227,1227,"blanding","m1",20180515,1156,NA,"QUNI",3.3,0,"u",5.56,110,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1228,1228,"blanding","m1",20180515,1157,NA,"PIPA",5.54,1,"i",3.25,116,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1229,1229,"blanding","m1",20180515,1158,NA,"QUNI",5,3,"i",3,97,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1230,1230,"blanding","m1",20180515,1159,NA,"QUNI",7.6,1,"i",3.65,90,5.4,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1231,1231,"blanding","m1",20180515,1160,NA,"DIVI",4.3,1,"u",5.5,67,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1232,1232,"blanding","m1",20180515,1160,NA,"DIVI",5.1,1,"i",5.2,67,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1233,1233,"blanding","m1",20180515,1161,"1504","PICL",20.2,1,"c",10.1,88,12.5,NA,NA,"Pinus clausa","tree","Pinus","clausa","native","tree"
1234,1234,"blanding","m1",20180515,1162,NA,"DIVI",4.2,1,"i",11.7,70,3.2,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1235,1235,"blanding","m1",20180515,1163,NA,"DIVI",3.1,1,"u",8.95,80,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1236,1236,"blanding","m1",20180515,1164,NA,"DIVI",3.3,1,"u",9.5,79,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1237,1237,"blanding","m1",20180515,1165,NA,"PEBO",4.5,1,"i",7.65,50,NA,NA,"Sweet bay or Camphor - ID as red bay","Persea borbonia","tree","Persea","borbonia","native","tree"
1238,1238,"blanding","m1",20180515,1165,NA,"PEBO",6,1,"i",7.65,50,NA,NA,"Sweet bay or Camphor - ID as red bay","Persea borbonia","tree","Persea","borbonia","native","tree"
1239,1239,"blanding","m1",20180515,1165,NA,"PEBO",4.4,1,"i",7.65,50,NA,NA,"Sweet bay or Camphor - ID as red bay","Persea borbonia","tree","Persea","borbonia","native","tree"
1240,1240,"blanding","m1",20180515,1165,NA,"PEBO",5.8,1,"i",7.65,50,NA,NA,"Sweet bay or Camphor - ID as red bay","Persea borbonia","tree","Persea","borbonia","native","tree"
1241,1241,"blanding","m1",20180515,1165,NA,"PEBO",4.9,1,"i",7.65,50,NA,NA,"Sweet bay or Camphor - ID as red bay","Persea borbonia","tree","Persea","borbonia","native","tree"
1242,1242,"blanding","m1",20180515,1166,NA,"QUHE",7,1,"u",7.55,45,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1243,1243,"blanding","m1",20180515,1167,NA,"QULA",4.5,3,"u",5.05,31,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1244,1244,"blanding","m1",20180515,1168,NA,"PIPA",3.7,1,"u",7.57,22,4.8,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1245,1245,"blanding","m1",20180515,1169,NA,"PIPA",3.4,1,"u",6.36,15,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1246,1246,"blanding","m1",20180515,1170,NA,"DIVI",4.1,2,"u",7.02,7,3,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1247,1247,"blanding","m1",20180515,1171,NA,"QUNI",5.5,1,"u",9.24,14,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1248,1248,"blanding","m1",20180515,1172,NA,"QUNI",3.8,1,"u",8.6,22,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1249,1249,"blanding","m1",20180515,1172,NA,"QUNI",4.2,1,"u",8.6,22,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1250,1250,"blanding","m1",20180515,1173,NA,"PIPA",5.3,1,"i",10.2,32,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1251,1251,"blanding","m1",20180515,1174,NA,"QULA",6,3,"u",12.45,29,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1252,1252,"blanding","m1",20180515,1175,NA,"PIPA",6.1,1,"i",8,358,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1253,1253,"blanding","m1",20180515,1176,NA,"DIVI",4.2,1,"u",10.57,8,NA,NA,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
1254,1254,"blanding","m1",20180515,1177,NA,"QULA",4.1,2,"u",10.2,359,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1255,1255,"blanding","m1",20180515,1178,NA,"QULA",3.9,3,"u",9.5,281,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1256,1256,"blanding","m1",20180515,1179,NA,"QUNI",3.3,1,"u",11.7,2,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1257,1257,"blanding","m1",20180515,1180,NA,"QULA",5.1,3,"u",12.2,277,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
1258,1258,"blanding","m1",20180515,1181,NA,"QUNI",7.3,1,"i",4.6,325,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1259,1259,"blanding","m1",20180515,1182,NA,"QUGE",9.9,1,"i",11.4,282,NA,NA,NA,"Quercus geminata","tree","Quercus","geminata","native","tree"
1260,1260,"blanding","m1",20180515,1183,NA,"QUNI",6.1,1,"i",4.73,323,6,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1261,1261,"blanding","m1",20180515,1183,NA,"QUNI",5,3,"u",7.05,323,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1262,1262,"blanding","m1",20180515,1183,NA,"QUNI",4.6,3,"u",7.3,323,NA,NA,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
1263,1263,"blanding","m1",20180515,1184,NA,"QUHE",10.1,1,"u",12,301,NA,NA,"QULA3 or QUHE for species","Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
1264,1264,"blanding","j1",20180525,1185,"1744","PIPA",16.5,1,"c",5.3,342,11.5,1.7,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
1265,1265,"blanding","j1",20180525,1186,NA,"PIPA",26.9,1,"c",11.5,334,14.4,1.7,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
