"installation","plot_id","veg_id","under_50cm","50-99cm","over_100cm","date","notes","scientific_name","functional_group","Genus","Species","Status","functional_group__1"
"tyndall","c2","SERE",NA,NA,4,20180626,NA,"Serenoa repens","shrub/tree","Serenoa","repens","native","shrub/tree"
"tyndall","c2","other",NA,NA,1,20180626,"random shrub drews phone time stamp 1:15, 6/26",NA,NA,NA,NA,NA,NA
"tyndall","b3","ILGL",NA,NA,23,20180627,NA,"Ilex glabra","shrub","Ilex","glabra","native","shrub"
"tyndall","b4","ILEX",NA,NA,71,20180627,NA,"Ilex spp.","shrub","Ilex","spp.","native/introduced","shrub"
"tyndall","b4","SERE",NA,NA,1,20180627,NA,"Serenoa repens","shrub/tree","Serenoa","repens","native","shrub/tree"
"tyndall","b4","VACCI",NA,NA,1,20180627,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","d1","CARYA",NA,NA,1,20180709,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"jackson","c1","DIVI",NA,NA,3,20180709,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","d1","QUNI",NA,NA,1,20180709,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"jackson","d1","QURU",NA,NA,8,20180709,NA,"Quercus rubra","tree","Quercus","rubra","native","tree"
"jackson","a1",NA,NA,NA,0,20180709,"placeholder zero for plot visit","Asteraceae 0","0","Asteraceae","0","0","0"
"jackson","b1",NA,NA,NA,0,20180709,"placeholder zero for plot visit","Asteraceae 0","0","Asteraceae","0","0","0"
"jackson","e1","PIPA",NA,NA,1,20180710,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"jackson","e1","QULA",NA,NA,1,20180710,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"jackson","f1","QULA",NA,NA,3,20180710,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"jackson","e1","SAAL5",NA,NA,8,20180710,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"jackson","e1","VAAR",NA,NA,11,20180710,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"jackson","g1","VAAR",NA,NA,4,20180710,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"jackson","f1","VACCI",NA,NA,26,20180710,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","g1","VACCI",NA,NA,4,20180710,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","g1","LINDE2",NA,NA,1,20180710,NA,NA,NA,NA,NA,NA,NA
"jackson","i1","DIVI",NA,NA,8,20180711,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","j1","QULA",NA,NA,1,20180711,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"jackson","j1","SAAL5",NA,NA,1,20180711,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"jackson","j1","VACCI",NA,NA,3,20180711,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","k1",NA,NA,NA,0,20180711,"placeholder zero for plot visit","Asteraceae 0","0","Asteraceae","0","0","0"
"jackson","h1","CARYA",NA,NA,2,20180712,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"jackson","h1","CARYA",NA,NA,2,20180712,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"jackson","h1","DIVI",NA,NA,5,20180712,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","h1","DIVI",NA,NA,5,20180712,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","h1","QUHE",NA,NA,2,20180712,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"jackson","h1","QUHE",NA,NA,2,20180712,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"jackson","h1","QUMA",NA,NA,3,20180712,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"jackson","h1","QUNI",NA,NA,7,20180712,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"jackson","h1","QUNI",NA,NA,7,20180712,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"jackson","h1","SAAL5",NA,NA,31,20180712,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"jackson","h1","SAAL5",NA,NA,31,20180712,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"jackson","h1","VACCI",NA,NA,37,20180712,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","h1","VACCI",NA,NA,37,20180712,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"jackson","h1","QUMA",NA,NA,3,20180712,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"jackson","l1","CARYA",NA,NA,3,20180713,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"jackson","l1","DIVI",NA,NA,1,20180713,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","m1","DIVI",NA,NA,2,20180713,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"jackson","m1","PIPA",NA,NA,1,20180713,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"jackson","l1","PRUNU",NA,NA,5,20180713,"Unsure of the ID stated as a shrub either Prunos or sambucus","Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"jackson","m1","QULA",NA,NA,7,20180713,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"jackson","l1","QUMA",NA,NA,4,20180713,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"benning","a1","CAAM",NA,NA,1,20180724,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"benning","a1","CARYA",NA,NA,20,20180724,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"benning","a1","CRATA",NA,NA,3,20180724,NA,"Crataegus spp.","shrub","Crataegus","spp.","native/introduced","shrub"
"benning","a1","LIST",NA,NA,28,20180724,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","b1","LIST",NA,NA,1,20180724,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","a1","MOCE",NA,NA,25,20180724,NA,"Morella cerifera","shrub","Morella","cerifera","native","shrub"
"benning","a1","PRUNU",NA,NA,4,20180724,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"benning","a1","QUAL",NA,NA,4,20180724,NA,"Quercus alba","tree","Quercus","alba","native","tree"
"benning","a1","QUHE",NA,NA,8,20180724,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"benning","a1","QUMA",NA,NA,16,20180724,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"benning","a1","RHCO",NA,NA,38,20180724,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"benning","a1","SAAL5",NA,NA,2,20180724,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"benning","a1","VAAR",NA,NA,1,20180724,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"benning","a1","VACCI",NA,NA,22,20180724,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"benning","a1","VACCI",NA,NA,15,20180724,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"benning","c1","CAAM",NA,NA,24,20180725,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"benning","d1","CARYA",NA,NA,4,20180725,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"benning","d1","DIVI",NA,NA,1,20180725,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"benning","c1","LIST",NA,NA,31,20180725,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","d1","LIST",NA,NA,24,20180725,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","d1","PITA",NA,NA,3,20180725,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
"benning","d1","QULA",NA,NA,13,20180725,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"benning","d1","QUMA",NA,NA,17,20180725,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"benning","c1","RHCO",NA,NA,2,20180725,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"benning","c1","RUBUS",NA,NA,4,20180725,NA,"Rubus spp.","forb/shrub","Rubus","spp.","native/introduced","forb/shrub"
"benning","d1","VAAR",NA,NA,10,20180725,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"benning","d1","VACCI",NA,NA,7,20180725,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"benning","f1","DIVI",NA,NA,2,20180726,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"benning","e1","LIST",NA,NA,11,20180726,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","f1","LIST",NA,NA,14,20180726,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","f1","MOCE",NA,NA,3,20180726,NA,"Morella cerifera","shrub","Morella","cerifera","native","shrub"
"benning","i1","CAAM",NA,NA,3,20180727,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"benning","i1","CARYA",NA,NA,1,20180727,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"benning","j1","DIVI",NA,NA,3,20180727,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"benning","j1","LEBI",NA,NA,8,20180727,NA,"Lespedeza bicolor Turcz.","forb/shrub","Lespedeza","bicolor Turcz.","invasive","forb/shrub"
"benning","i1","LIST",NA,NA,1,20180727,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"benning","i1","QUMA",NA,NA,3,20180727,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"benning","j1","QUMA",NA,NA,11,20180727,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"benning","j1","RHCO",NA,NA,49,20180727,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"benning","j1","RUBUS",NA,NA,2,20180727,NA,"Rubus spp.","forb/shrub","Rubus","spp.","native/introduced","forb/shrub"
"benning","j1","VAAR",NA,NA,1,20180727,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"benning","j1","thiny",NA,NA,3,20180727,NA,NA,NA,NA,NA,NA,NA
"benning","h1","DIVI",NA,NA,9,20180728,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"benning","h1","EUCA5",NA,NA,12,20180728,NA,"Eupatorium capillofolium","forb","Eupatorium","capillofolium","native","forb"
"benning","g1","LEBI",NA,NA,1,20180728,NA,"Lespedeza bicolor Turcz.","forb/shrub","Lespedeza","bicolor Turcz.","invasive","forb/shrub"
"benning","g1","QUFA",NA,NA,2,20180728,NA,"Quercus falcata","tree","Quercus","falcata","native","tree"
"benning","h1","VACCI",NA,NA,12,20180728,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"benning","h1","shrub",NA,NA,2,20180728,NA,NA,NA,NA,NA,NA,NA
"shelby","a1","CAAM",NA,NA,10,20180811,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"shelby","c1","DIVI",NA,NA,13,20180811,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"shelby","c1","ILGL",NA,NA,5,20180811,NA,"Ilex glabra","shrub","Ilex","glabra","native","shrub"
"shelby","c1","ILVO",NA,NA,27,20180811,NA,"Ilex vomitoria","shrub","Ilex","vomitoria","native","shrub"
"shelby","c1","PEBO",NA,NA,5,20180811,NA,"Persea borbonia","tree","Persea","borbonia","native","tree"
"shelby","c1","RHCO",NA,NA,1,20180811,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"shelby","c1","VAAR",NA,NA,4,20180811,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"shelby","a2","CAAM",NA,NA,23,20180812,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"shelby","e1","DIVI",NA,NA,7,20180812,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"shelby","e1","ILEX",NA,NA,1,20180812,NA,"Ilex spp.","shrub","Ilex","spp.","native/introduced","shrub"
"shelby","a2","LIST",NA,NA,2,20180812,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"shelby","e1","LIST",NA,NA,1,20180812,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"shelby","e1","PIPA",NA,NA,1,20180812,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"shelby","e1","QUHE",NA,NA,1,20180812,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"shelby","e1","QUMA",NA,NA,9,20180812,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"shelby","e1","RHCO",NA,NA,2,20180812,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"shelby","e1","RUBUS",NA,NA,12,20180812,NA,"Rubus spp.","forb/shrub","Rubus","spp.","native/introduced","forb/shrub"
"shelby","e1","VACCI",NA,NA,1,20180812,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"shelby","h1","ACRU",NA,NA,24,20180813,NA,"Acer  rubrum","tree","Acer","rubrum","native","tree"
"shelby","i1","ACRU",NA,NA,3,20180813,NA,"Acer  rubrum","tree","Acer","rubrum","native","tree"
"shelby","h1","BAMBU",NA,NA,29,20180813,NA,"Bambusa spp.","graminoid","Bambusa","spp.","introduced","graminoid"
"shelby","i1","DIVI",NA,NA,5,20180813,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"shelby","h1","ILGL",NA,NA,31,20180813,NA,"Ilex glabra","shrub","Ilex","glabra","native","shrub"
"shelby","h1","ILVO",NA,NA,4,20180813,NA,"Ilex vomitoria","shrub","Ilex","vomitoria","native","shrub"
"shelby","i1","ILVO",NA,NA,20,20180813,NA,"Ilex vomitoria","shrub","Ilex","vomitoria","native","shrub"
"shelby","h1","MAGNO",NA,NA,21,20180813,NA,"Magnolia spp.","shrub/tree","Magnolia","spp.","native/introduced","shrub/tree"
"shelby","h1","MOCE",NA,NA,11,20180813,NA,"Morella cerifera","shrub","Morella","cerifera","native","shrub"
"shelby","i1","MOCE",NA,NA,5,20180813,NA,"Morella cerifera","shrub","Morella","cerifera","native","shrub"
"shelby","h1","PEBO",NA,NA,8,20180813,NA,"Persea borbonia","tree","Persea","borbonia","native","tree"
"shelby","i1","PIEL",NA,NA,6,20180813,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
"shelby","i1","QULA",NA,NA,1,20180813,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"shelby","i1","QUNI",NA,NA,1,20180813,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"shelby","h1","VACCI",NA,NA,16,20180813,"elena 7:58, changed to vaccinium from berry bush","Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"shelby","h1","VACCI",NA,NA,1,20180813,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"shelby","i1","VACCI",NA,NA,51,20180813,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"shelby","j1","CAAM",NA,NA,32,20180814,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"shelby","k1","CAAM",NA,NA,21,20180814,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"shelby","j1","DIVI",NA,NA,2,20180814,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"shelby","k1","DIVI",NA,NA,1,20180814,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"shelby","j1","ILVO",NA,NA,153,20180814,NA,"Ilex vomitoria","shrub","Ilex","vomitoria","native","shrub"
"shelby","j1","MOCE",NA,NA,1,20180814,NA,"Morella cerifera","shrub","Morella","cerifera","native","shrub"
"shelby","j1","PEBO",NA,NA,8,20180814,NA,"Persea borbonia","tree","Persea","borbonia","native","tree"
"shelby","j1","PIEL",NA,NA,7,20180814,NA,"Pinus elliottii","tree","Pinus","elliottii","native","tree"
"shelby","j1","QUMA",NA,NA,2,20180814,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"shelby","j1","QUNI",NA,NA,1,20180814,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"shelby","k1","QUST",NA,NA,1,20180814,NA,"Quercus stellata","tree","Quercus","stellata","native","tree"
"shelby","j1","RHCO",NA,NA,3,20180814,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"shelby","k1","RHCO",NA,NA,4,20180814,NA,"Rhus copallinum","shrub","Rhus","copallinum","native","shrub"
"shelby","j1","RUBUS",NA,NA,1,20180814,NA,"Rubus spp.","forb/shrub","Rubus","spp.","native/introduced","forb/shrub"
"shelby","k1","VAAR",NA,NA,14,20180814,NA,"Vaccinium arboreum","shrub/tree","Vaccinium","arboreum","native","shrub/tree"
"shelby","b3","CAAM",NA,NA,8,20180815,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"shelby","b2","ILGL",NA,NA,2,20180815,NA,"Ilex glabra","shrub","Ilex","glabra","native","shrub"
"shelby","b2","MAGNO",NA,NA,10,20180815,NA,"Magnolia spp.","shrub/tree","Magnolia","spp.","native/introduced","shrub/tree"
"shelby","b3","PIPA",NA,NA,2,20180815,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"gordon","c1","DIVI",NA,NA,7,20180820,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"gordon","b1","DIVI",NA,NA,2,20180820,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"gordon","a1","PIPA",NA,NA,1,20180820,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"gordon","a1","PRUNU",NA,NA,1,20180820,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"gordon","c1","QUIN",NA,NA,6,20180820,NA,"Quercus incana","tree","Quercus","incana","native","tree"
"gordon","a1","QUIN",NA,NA,1,20180820,NA,"Quercus incana","tree","Quercus","incana","native","tree"
"gordon","c1","QULA",NA,NA,1,20180820,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"gordon","c1","SAAL5",NA,NA,3,20180820,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"gordon","b1","SAAL5",NA,NA,4,20180820,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"gordon","e1","CARYA",NA,NA,2,20180821,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"gordon","d1","CARYA",NA,NA,2,20180821,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"gordon","e1","COFL",NA,NA,4,20180821,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
"gordon","d1","COFL",NA,NA,1,20180821,NA,"Cornus floridana","tree","Cornus","floridana","native","tree"
"gordon","d1","ILVO",NA,NA,1,20180821,NA,"Ilex vomitoria","shrub","Ilex","vomitoria","native","shrub"
"gordon","d1","ILOP",NA,NA,1,20180821,NA,"Ilex  opaca","shrub","Ilex","opaca","native","shrub"
"gordon","e1","JUVI",NA,NA,1,20180821,"eastern red cedar","Juniperus virginiana","tree","Juniperus","virginiana","native","tree"
"gordon","d1","LIST",NA,NA,2,20180821,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"gordon","d1","PEBO",NA,NA,2,20180821,NA,"Persea borbonia","tree","Persea","borbonia","native","tree"
"gordon","d1","PIPA",NA,NA,1,20180821,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
"gordon","d1","PRUNU",NA,NA,1,20180821,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"gordon","e1","QUHE",NA,NA,3,20180821,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"gordon","f1","QUIN",NA,NA,1,20180821,NA,"Quercus incana","tree","Quercus","incana","native","tree"
"gordon","f1","QULA",NA,NA,4,20180821,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"gordon","e1","QULA",NA,NA,1,20180821,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
"gordon","d1","QUNI",NA,NA,2,20180821,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"gordon","e1","VACCI",NA,NA,6,20180821,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"gordon","d1","VACCI",NA,NA,2,20180821,NA,"Vaccinium spp.","shrub","Vaccinium","spp.","native","shrub"
"gordon","e1","VIRO3",NA,NA,3,20180821,NA,"Vitis rotundifolia","vine","Vitis","rotundifolia","native","vine"
"gordon","h1","QUMA",NA,NA,2,20180822,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"gordon","g1","QUMA",NA,NA,1,20180822,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
"gordon","h1","SAAL5",NA,NA,3,20180822,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"gordon","g1","SAAL5",NA,NA,8,20180822,NA,"Sassafras albidum","shrub","Sassafras","albidum","native","shrub"
"gordon","g1","VIRO3",NA,NA,1,20180822,NA,"Vitis rotundifolia","vine","Vitis","rotundifolia","native","vine"
"wes","i1","DIVI",NA,NA,1,20190402,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"munson","i1","CARYA",NA,NA,1,20190430,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"munson","i1","LIST",NA,NA,1,20190430,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"munson","i1","PRUNU",NA,NA,1,20190430,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"hancock","n2","golden rain tree?",NA,NA,8,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","n2","soda apple",NA,NA,6,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","n2","lantana",NA,NA,5,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","n2","LIST",NA,NA,1,20190508,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"hancock","i4","soda apple",NA,NA,43,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","i4","lantana",NA,NA,44,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","i4","timestamp 11:25",NA,NA,6,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","i4","CAAM",NA,NA,3,20190508,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"hancock","i3","soda apple",NA,NA,26,20190508,NA,NA,NA,NA,NA,NA,NA
"hancock","i3","lantana",NA,NA,11,20190508,NA,NA,NA,NA,NA,NA,NA
"seay","i1","quercus",NA,NA,2,20190424,NA,NA,NA,NA,NA,NA,NA
"seay","n1","baharris salt bush",NA,NA,1,20190423,NA,NA,NA,NA,NA,NA,NA
"seay","n1","quercus",NA,NA,2,20190423,NA,NA,NA,NA,NA,NA,NA
"seay","n1","DIVI",NA,NA,3,20190423,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"seay","n1","CARYA",NA,NA,2,20190423,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"seay","n1","PITA",NA,NA,1,20190423,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
"silversprings","i1","CAAM",NA,NA,12,20190522,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"silversprings","i1","sugar berry",NA,NA,2,20190522,NA,NA,NA,NA,NA,NA,NA
"silversprings","n1","CAAM",NA,NA,21,20190522,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"silversprings","n1","CT",NA,NA,2,20190522,NA,NA,NA,NA,NA,NA,NA
"silversprings","n1","trifoliate orange",NA,NA,2,20190522,NA,NA,NA,NA,NA,NA,NA
"silversprings","n1","QUHE",NA,NA,6,20190522,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"silversprings","n1","camphor tree",NA,NA,3,20190522,NA,NA,NA,NA,NA,NA,NA
"wes","n1","DIVI",NA,NA,1,20190515,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"wes","n1","ACRU",NA,NA,9,20190515,NA,"Acer  rubrum","tree","Acer","rubrum","native","tree"
"wes","n1","QUHE",NA,NA,5,20190515,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"wes","n1","PRUNU",NA,NA,7,20190515,NA,"Prunus  spp.","shrub/tree","Prunus","spp.","native/introduced","shrub/tree"
"wes","n1","sugar berry",NA,NA,2,20190515,NA,NA,NA,NA,NA,NA,NA
"brown","i2","QUNI",NA,NA,2,20190521,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"brown","i2","DIVI",NA,NA,1,20190521,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"brown","i2","LIST",NA,NA,4,20190521,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"brown","i2","winged elm",NA,NA,2,20190521,NA,NA,NA,NA,NA,NA,NA
"brown","i2","CAAM",NA,NA,4,20190521,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"brown","n2","DIVI",NA,NA,6,20190521,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"brown","n2","QUNI",NA,NA,4,20190521,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"brown","n2","CAAM",NA,NA,2,20190521,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"brown","n2","LIST",NA,NA,1,20190521,NA,"Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
"munson","n1","CR",NA,NA,22,20190605,NA,NA,NA,NA,NA,NA,NA
"munson","n1","QUNI",NA,NA,3,20190605,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"munson","n1","QUHE",NA,NA,6,20190605,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
"munson","n1","DIVI",NA,NA,2,20190605,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"munson","n1","CARYA",NA,NA,1,20190605,NA,"Carya spp.","tree","Carya","spp.","native","tree"
"munson","n1","ACRU",NA,NA,1,20190605,NA,"Acer  rubrum","tree","Acer","rubrum","native","tree"
"munson","n1","MAGNO",NA,NA,6,20190605,NA,"Magnolia spp.","shrub/tree","Magnolia","spp.","native/introduced","shrub/tree"
"riversedge","i2","DIVI",NA,NA,5,20190606,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
"riversedge","n1","CAAM",NA,NA,2,20190606,NA,"Callicarpa americana","shrub","Callicarpa","americana","native","shrub"
"riversedge","n1","QUNI",NA,NA,1,20190606,NA,"Quercus nigra","tree","Quercus","nigra","native","tree"
"riversedge","n1","DIVI",NA,NA,2,20190606,NA,"Diospyros virginiana","tree","Diospyros","virginiana","native","tree"
